"","Harvest","Rock_Type","N","variable","value"
"52","H1","Sedimentary","High","DW_Bol",233126.890625
"53","H2","Sedimentary","High","DW_F",10596.7431641
"54","H2","Sedimentary","High","DW_Brk",6418.0146484
"55","H2","Sedimentary","High","DW_Brh",4577.9541016
"56","H2","Sedimentary","High","DW_Bol",47999.7695312
"57","H3","Sedimentary","High","DW_F",10192.5185547
"58","H3","Sedimentary","High","DW_Brk",4853.4306641
"59","H3","Sedimentary","High","DW_Brh",4359.340332
"60","H3","Sedimentary","High","DW_Bol",46284.0078125
"61","H4","Sedimentary","High","DW_F",10186.0332031
"62","H4","Sedimentary","High","DW_Brk",4768.8334961
"63","H4","Sedimentary","High","DW_Brh",4279.0776367
"64","H4","Sedimentary","High","DW_Bol",45753.1445312
"65","H5","Sedimentary","High","DW_F",10205.0058594
"66","H5","Sedimentary","High","DW_Brk",4820.8149414
"67","H5","Sedimentary","High","DW_Brh",4329.015625
"68","H5","Sedimentary","High","DW_Bol",46126.53125
"69","H6","Sedimentary","High","DW_F",10227.3779297
"70","H6","Sedimentary","High","DW_Brk",4873.4160156
"71","H6","Sedimentary","High","DW_Brh",4373.6416016
"72","H6","Sedimentary","High","DW_Bol",46482.1484375
"73","H7","Sedimentary","High","DW_F",10250.4306641
"74","H7","Sedimentary","High","DW_Brk",4927.4350586
"75","H7","Sedimentary","High","DW_Brh",4412.8242188
"76","H7","Sedimentary","High","DW_Bol",46847.1640625
"77","H8","Sedimentary","High","DW_F",10278.578125
"78","H8","Sedimentary","High","DW_Brk",4986.28125
"79","H8","Sedimentary","High","DW_Brh",4446.8564453
"80","H8","Sedimentary","High","DW_Bol",47242.5585938
"81","H9","Sedimentary","High","DW_F",10304.4453125
"82","H9","Sedimentary","High","DW_Brk",5049.3427734
"83","H9","Sedimentary","High","DW_Brh",4487.7304688
"84","H9","Sedimentary","High","DW_Bol",47663.5078125
"85","H10","Sedimentary","High","DW_F",10330.2167969
"86","H10","Sedimentary","High","DW_Brk",5108.9282227
"87","H10","Sedimentary","High","DW_Brh",4523.3701172
"88","H10","Sedimentary","High","DW_Bol",48060.7851562
"89","H11","Sedimentary","High","DW_F",10349.5527344
"90","H11","Sedimentary","High","DW_Brk",5164.1640625
"91","H11","Sedimentary","High","DW_Brh",4555.762207
"92","H11","Sedimentary","High","DW_Bol",48425.1015625
"93","H12","Sedimentary","High","DW_F",10364.8164062
"94","H12","Sedimentary","High","DW_Brk",5211.7382812
"95","H12","Sedimentary","High","DW_Brh",4589.3374023
"96","H12","Sedimentary","High","DW_Bol",48759.8359375
"97","H1","Basalt","High","DW_F",8777.0888672
"98","H1","Basalt","High","DW_Brk",26430.2128906
"99","H1","Basalt","High","DW_Brh",10806.609375
"100","H1","Basalt","High","DW_Bol",192244.453125
"101","H2","Basalt","High","DW_F",6435.3076172
"102","H2","Basalt","High","DW_Brk",6603.9580078
"103","H2","Basalt","High","DW_Brh",5769.3828125
"104","H2","Basalt","High","DW_Bol",42440.640625
"105","H3","Basalt","High","DW_F",6265.3813477
"106","H3","Basalt","High","DW_Brk",4668.8505859
"107","H3","Basalt","High","DW_Brh",4173.2099609
"108","H3","Basalt","High","DW_Bol",31276.578125
"109","H4","Basalt","High","DW_F",6231.1123047
"110","H4","Basalt","High","DW_Brk",4447.0229492
"111","H4","Basalt","High","DW_Brh",3976.2763672
"112","H4","Basalt","High","DW_Bol",29932.6953125
"113","H5","Basalt","High","DW_F",6238.6552734
"114","H5","Basalt","High","DW_Brk",4438.4111328
"115","H5","Basalt","High","DW_Brh",3957.8835449
"116","H5","Basalt","High","DW_Bol",29818.859375
"117","H6","Basalt","High","DW_F",6253.8310547
"118","H6","Basalt","High","DW_Brk",4472.0351562
"119","H6","Basalt","High","DW_Brh",3975.6418457
"120","H6","Basalt","High","DW_Bol",29970.3828125
"121","H7","Basalt","High","DW_F",6268.4287109
"122","H7","Basalt","High","DW_Brk",4508.3759766
"123","H7","Basalt","High","DW_Brh",3996.5751953
"124","H7","Basalt","High","DW_Bol",30152.4121094
"125","H8","Basalt","High","DW_F",6283.1845703
"126","H8","Basalt","High","DW_Brk",4540.8569336
"127","H8","Basalt","High","DW_Brh",4012.6367188
"128","H8","Basalt","High","DW_Bol",30299.8710938
"129","H9","Basalt","High","DW_F",6293.5356445
"130","H9","Basalt","High","DW_Brk",4578.7929688
"131","H9","Basalt","High","DW_Brh",4039.1540527
"132","H9","Basalt","High","DW_Bol",30496.5410156
"133","H10","Basalt","High","DW_F",6301.7929688
"134","H10","Basalt","High","DW_Brk",4611.8510742
"135","H10","Basalt","High","DW_Brh",4061.1972656
"136","H10","Basalt","High","DW_Bol",30665.0742188
"137","H11","Basalt","High","DW_F",6306.3432617
"138","H11","Basalt","High","DW_Brk",4640.1225586
"139","H11","Basalt","High","DW_Brh",4083.9660645
"140","H11","Basalt","High","DW_Bol",30823.7421875
"141","H12","Basalt","High","DW_F",6311.359375
"142","H12","Basalt","High","DW_Brk",4666.4575195
"143","H12","Basalt","High","DW_Brh",4100.3505859
"144","H12","Basalt","High","DW_Bol",30936.9238281
"145","H1","Basalt","Low","DW_F",9157.9960938
"146","H1","Basalt","Low","DW_Brk",23898.6503906
"147","H1","Basalt","Low","DW_Brh",10033.1875
"148","H1","Basalt","Low","DW_Bol",175747.9375
"149","H2","Basalt","Low","DW_F",11138.6660156
"150","H2","Basalt","Low","DW_Brk",22429.59375
"151","H2","Basalt","Low","DW_Brh",10650.7695312
"152","H2","Basalt","Low","DW_Bol",147943.34375
"153","H3","Basalt","Low","DW_F",11164.9599609
"154","H3","Basalt","Low","DW_Brk",22451.0195312
"155","H3","Basalt","Low","DW_Brh",10572.2402344
"156","H3","Basalt","Low","DW_Bol",148618.140625
"157","H4","Basalt","Low","DW_F",11197.3876953
"158","H4","Basalt","Low","DW_Brk",23062.6269531
"159","H4","Basalt","Low","DW_Brh",10847.578125
"160","H4","Basalt","Low","DW_Bol",152513.140625
"161","H5","Basalt","Low","DW_F",11195.1738281
"162","H5","Basalt","Low","DW_Brk",23409.8613281
"163","H5","Basalt","Low","DW_Brh",11008.1064453
"164","H5","Basalt","Low","DW_Bol",154584.984375
"165","H6","Basalt","Low","DW_F",11154.9375
"166","H6","Basalt","Low","DW_Brk",23029.8066406
"167","H6","Basalt","Low","DW_Brh",10855.2910156
"168","H6","Basalt","Low","DW_Bol",152101.9375
"169","H7","Basalt","Low","DW_F",11109.9814453
"170","H7","Basalt","Low","DW_Brk",22349.2871094
"171","H7","Basalt","Low","DW_Brh",10586.8046875
"172","H7","Basalt","Low","DW_Bol",147738.09375
"173","H8","Basalt","Low","DW_F",11063.0644531
"174","H8","Basalt","Low","DW_Brk",21538.390625
"175","H8","Basalt","Low","DW_Brh",10264.359375
"176","H8","Basalt","Low","DW_Bol",142563.15625
"177","H9","Basalt","Low","DW_F",11011.2216797
"178","H9","Basalt","Low","DW_Brk",20734.4941406
"179","H9","Basalt","Low","DW_Brh",9944.2832031
"180","H9","Basalt","Low","DW_Bol",137449.703125
"181","H10","Basalt","Low","DW_F",10961.7675781
"182","H10","Basalt","Low","DW_Brk",19984.8261719
"183","H10","Basalt","Low","DW_Brh",9638.9492188
"184","H10","Basalt","Low","DW_Bol",132716.578125
"185","H11","Basalt","Low","DW_F",10901.671875
"186","H11","Basalt","Low","DW_Brk",19277.6972656
"187","H11","Basalt","Low","DW_Brh",9349.7890625
"188","H11","Basalt","Low","DW_Bol",128254.0625
"189","H12","Basalt","Low","DW_F",10853.1982422
"190","H12","Basalt","Low","DW_Brk",18626.59375
"191","H12","Basalt","Low","DW_Brh",9078.9658203
"192","H12","Basalt","Low","DW_Bol",124169.34375
