"";"X";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date";"AEC_SO4_L1";"AEC_PO4_L1";"AEC_Cl_L1";"AEC_SO4_L2";"AEC_PO4_L2";"AEC_Cl_L2";"AEC_SO4_L3";"AEC_PO4_L3";"AEC_Cl_L3";"AEC_SO4_L4";"AEC_PO4_L4";"AEC_Cl_L4";"AEC_SO4_L5";"AEC_PO4_L5";"AEC_Cl_L5";"AEC_SO4_L6";"AEC_PO4_L6";"AEC_Cl_L6";"AEC_SO4_L7";"AEC_PO4_L7";"AEC_Cl_L7";"AEC_SO4_L8";"AEC_PO4_L8";"AEC_Cl_L8";"CEC_Ca_L1";"CEC_Mg_L1";"CEC_K_L1";"CEC_Na_L1";"CEC_NH4_L1";"CEC_Al_L1";"CEC_H_L1";"CEC_Ca_L2";"CEC_Mg_L2";"CEC_K_L2";"CEC_Na_L2";"CEC_NH4_L2";"CEC_Al_L2";"CEC_H_L2";"CEC_Ca_L3";"CEC_Mg_L3";"CEC_K_L3";"CEC_Na_L3";"CEC_NH4_L3";"CEC_Al_L3";"CEC_H_L3";"CEC_Ca_L4";"CEC_Mg_L4";"CEC_K_L4";"CEC_Na_L4";"CEC_NH4_L4";"CEC_Al_L4";"CEC_H_L4";"CEC_Ca_L5";"CEC_Mg_L5";"CEC_K_L5";"CEC_Na_L5";"CEC_NH4_L5";"CEC_Al_L5";"CEC_H_L5";"CEC_Ca_L6";"CEC_Mg_L6";"CEC_K_L6";"CEC_Na_L6";"CEC_NH4_L6";"CEC_Al_L6";"CEC_H_L6";"CEC_Ca_L7";"CEC_Mg_L7";"CEC_K_L7";"CEC_Na_L7";"CEC_NH4_L7";"CEC_Al_L7";"CEC_H_L7";"CEC_Ca_L8";"CEC_Mg_L8";"CEC_K_L8";"CEC_Na_L8";"CEC_NH4_L8";"CEC_Al_L8";"CEC_H_L8"
"67";67;72,5862274;95,16362;19,5335674;110,5785828;0;0;33,4419136;107,1817703;6,3317404;2990,6965332;4,7070312;12,2166977;350,5521545;147,8972626;23,7598763;110,1601562;120,4576416;50,1517563;156,2207642;0;0;38,863308;149,3716888;5,9307833;5128,0341797;4,3886719;6,6214828;537,9324341;316,7399292;261,3079834;235,1106567;104,8407516;40,6094856;159,5258942;0;0;37,8634949;196,2731476;4,7826314;6071,7739258;4,5664062;8,0384655;679,2038574;332,7583923;252,0211334;28,4330673;47,1502762;22,8068371;84,4651794;0;0;14,2197275;103,7132416;1,5317321;1957,1062012;4,2480469;0,2850191;194,3570251;131,8273315;127,0817032;26,7677612;45,8616486;21,6666927;98,6229172;0;0;13,4015169;112,2164001;0,2246498;2204,9785156;4,1621094;0,4932862;211,4210968;156,0753326;167,3954926;28,7497864;46,0427589;26,6715527;109,292778;0;0;13,279727;130,5711212;1,3259647;1783,3447266;4,3457031;0,1641127;184,0341492;113,1899643;225,8475189;52,1777344;74,4811859;30,801115;138,7153625;0;0;13,7819204;157,5222473;1,0339513;2468,2600098;4,5371094;0,0578109;273,3044434;138,0722351;293,6253662;39,6380539;85,9209061;33,4507217;159,7297668;0;0;14,3326101;187,9221497;0,4173261;2443,7587891;4,5136719;0,0702529;268,3624573;138,9306946;379,1547852;NA;7990,8500977;9994,5068359;56,582634;9043,5146484;9994,5068359;66,8977432;9043,5146484;9994,5068359;76,9230804;3365,0917969;9994,5068359;80,3624573;3042,2385254;9994,5068359;81,4716568;3042,2385254;9994,5068359;83,9002533;3042,2385254;9994,5068359;86,6259384;3042,2385254;9994,5068359;88,0681839;62019,1601562;16261,9492188;11139,3837891;1751,6530762;0;11258,1396484;10237,3212891;44687,765625;16288,3535156;8086,7133789;839,6598511;0;20337,2011719;7042,1420898;37902,2773438;16901,4140625;7715,5463867;1818,5350342;0;31587,0253906;5841,1723633;32600,3691406;13515,21875;5373,7797852;597,0541992;0;32806,0195312;4254,574707;25106,2773438;12651,4697266;4207,6625977;684,0188599;0;41515,4140625;5746,6748047;20372,2929688;11781,6865234;3044,543457;374,2713013;0;49905,5507812;6473,5253906;16423,8359375;2974,1474609;2435,4101562;290,5034485;0;58521,4960938;6186,4804688;14639,5341797;2938,2585449;1851,0220947;286,7396851;0;63880,7265625;6133,3588867
"68";68;108,3768005;142,1184998;21,0692692;120,7659836;0;0;20,9500046;117,8574677;0;3794,6789551;5,1035156;2,2767875;497,3799744;135,0664978;83,0935974;176,2016296;192,7370453;53,2894554;171,2255096;0;0;21,0877037;157,7295074;0;6472,8769531;4,8183594;0,5954207;785,2382202;293,574646;706,9575806;323,1375427;144,1161041;38,7228241;153,694458;0;0;18,9796944;189,0045624;0;7098,3896484;5,03125;0,8229651;913,6464233;269,4185791;348,5295105;46,9987755;77,9651718;38,818531;146,1532135;0;0;23,5978107;103,9651337;0;3463,7124023;4,4082031;0,1964119;366,0205994;211,2647705;301,4926453;44,5019836;76,247612;32,3250847;148,2609253;0;0;16,8103561;174,0982666;0;3625,6081543;4,1171875;0,8778334;341,1575317;263,1104736;326,6632385;44,8432465;71,8190613;37,452652;155,8092651;0;0;15,8887901;192,9174957;0;2716,1848145;4,3164062;0,246753;277,1359863;175,5614929;393,5013733;62,2318573;88,7970657;32,7732201;149,8742676;0;0;12,6033163;176,4086304;0;2573,9057617;4,7363281;0,0217069;304,5080566;124,476265;361,1144409;45,276741;98,0961151;33,0927467;162,2437744;0;0;11,4068995;200,953598;0;2481,2883301;4,6386719;0,0326382;284,4407349;129,1073456;451,8561401;NA;8000,8540039;9994,5068359;70,9243698;9054,1572266;9994,5068359;85,5439606;9043,5146484;9994,5068359;98,5468979;3365,0917969;9994,5068359;82,7408981;3042,2385254;9994,5068359;83,8424759;3042,2385254;9994,5068359;86,2777557;3042,2385254;9994,5068359;88,8140488;3042,2385254;9994,5068359;90,8896179;61964,71875;16251,3251953;11106,0253906;1768,28125;0;11256,0976562;10390,1201172;44678,6054688;16290,4707031;8086,2753906;866,0727539;0;20322,7402344;7073,4555664;37882,6875;16895,2988281;7712,1230469;1836,607666;0;31586,2089844;5880,5444336;32602,9257812;13521,0595703;5371,4770508;606,7142944;0;32797,3359375;4256,4091797;25105,6699219;12651,4345703;4203,7421875;688,5968628;0;41507,8007812;5770,1464844;20371,3496094;11781,5722656;3040,5820312;379,4797668;0;49898,3085938;6496,1542969;16421,2773438;2972,4821777;2433,6408691;294,7715149;0;58518,125;6202,6806641;14635,6318359;2936,0559082;1847,9328613;293,9119263;0;63875,3203125;6157,6928711
"69";69;90,4359818;118,6120529;16,4296131;94,4576797;0;0;16,1373215;88,6320343;0;2694,0119629;5,9492188;0,1902636;409,4686279;39,533371;90,6509476;174,6726074;191,182724;44,7938194;146,7337341;0;0;14,2642775;132,8125;0;5825,5888672;5,1367188;0,1448329;769,7351685;201,1963348;969,2521362;322,9353333;144,0482635;33,9433708;135,313858;0;0;14,1971388;167,96875;0;6388,550293;5,5019531;0,1708085;910,4247437;154,3336487;366,6835938;39,9434433;66,2762222;24,8141251;95,9102859;0;0;10,435585;102,734375;0;2701,6955566;4,2421875;0,249165;267,6699829;182,6125946;347,6159973;41,0652084;70,3702545;24,3772507;113,7334976;0;0;9,8374405;153,125;0;3081,7670898;4,0449219;0,8597263;281,1588745;232,4690399;387,1837463;42,9869766;68,8534927;29,4922276;126,2496185;0;0;9,8467035;179,296875;0;2444,5661621;4,2265625;0,2740535;240,6723022;166,7554169;442,4203491;61,4720001;87,708847;30,2475185;140,2400513;0;0;10,9536247;173,4375;0;2316,5151367;4,8867188;0,0103773;286,6812134;99,404686;380,5314331;43,5454941;94,3525467;30,4951229;152,0531158;0;0;10,236968;197,65625;0;2233,1594238;4,6933594;0,0225749;260,6138611;111,5794067;476,429657;NA;8000,8540039;9994,5068359;72,3191986;9054,1572266;9994,5068359;94,2148743;9043,5146484;9994,5068359;105,5350571;3371,5849609;9994,5068359;83,1216125;3042,2385254;9994,5068359;89,1604538;3042,2385254;9994,5068359;90,7455292;3042,2385254;9994,5068359;90,2926483;3042,2385254;9994,5068359;91,8539658;61918,1210938;16241,84375;11075,5439453;1768,7747803;0;11253,5283203;10540,0898438;44672,78125;16298,4208984;8082,9477539;882,5928345;0;20305,84375;7106,8554688;37868,78125;16891,7167969;7705,6816406;1843,1029053;0;31585,1933594;5918,4262695;32604,3066406;13524,6865234;5370,8393555;622,7727661;0;32787,5273438;4260,2832031;25106,5683594;12653,875;4201,3842773;700,0645142;0;41499,09375;5780,7451172;20371,265625;11782,7851562;3038,0275879;390,1534119;0;49889,8398438;6511,3110352;16419,4882812;2972,0234375;2431,7492676;298,6222839;0;58514,5664062;6215,7661133;14632,5400391;2935,6640625;1844,1203613;298,29776;0;63869,90625;6180,0708008
"70";70;93,091095;121,9212418;20,0676556;112,9424896;0;0;27,0181656;85,1492386;9,5176983;4242,4360352;4,640625;13,7236223;486,6439209;220,4287109;67,5432053;162,9775085;178,5283051;47,8997192;157,9864807;0;0;19,6993084;149,629364;0;5531,4233398;5,03125;0,2459788;711,9594116;209,9445496;1064,3280029;313,9749451;140,0696564;33,4434471;133,5039368;0;0;14,1971388;167,1875;0;5749,6953125;6,0175781;0,0491415;880,5247192;77,7579498;378,0880432;31,2297649;51,8321571;21,9267941;85,3691406;0;0;10,435585;102,5390625;0;2107,3225098;4,2402344;0,25214;208,6184998;142,6019287;392,2937317;35,8551559;61,4545097;22,7579231;106,7494202;0;0;9,8008194;153,125;0;2619,5021973;4,0605469;0,7774658;240,6031952;195,9805298;440,6227722;38,8684845;62,2669601;28,0063782;120,9057236;0;0;9,8100834;179,296875;0;2200,109375;4,2089844;0,3052458;215,0632629;151,6216583;487,6277771;58,5291328;83,5345154;29,4892406;137,4916382;0;0;10,9170046;172,65625;0;2084,8635254;5,0058594;0,0068784;266,5769348;80,9003067;397,505127;40,8355904;88,514595;29,4728355;148,2618713;0;0;10,236968;198,046875;0;2009,8435059;4,7246094;0,0197051;236,9008026;98,0731201;499,8360291;NA;7990,8500977;9994,5068359;55,0943413;9043,5146484;9994,5068359;89,4964066;9043,5146484;9994,5068359;105,6511078;3371,5849609;9994,5068359;83,1837006;3042,2385254;9994,5068359;88,9735641;3042,2385254;9994,5068359;90,7455292;3042,2385254;9994,5068359;90,3960648;3042,2385254;9994,5068359;91,8133698;61884,4101562;16209,9804688;11059,609375;1729,0119629;0;11264,9277344;10692,9150391;44671,9726562;16311,4755859;8075,6630859;887,8587036;0;20290,4609375;7130,6206055;37859,3203125;16889,6992188;7698,8022461;1843,9852295;0;31584,2109375;5950,2143555;32606,4960938;13529,2802734;5367,4907227;626,928894;0;32780,75;4266,1899414;25108,0664062;12657,1640625;4197,7294922;703,21698;0;41492,0117188;5792,7543945;20372,1425781;11785,21875;3034,03125;392,944458;0;49882,5664062;6527,8129883;16418,6835938;2972,7521973;2429,5991211;300,0325623;0;58511,2617188;6226,6694336;14630,3388672;2936,342041;1840,3494873;300,3334351;0;63864,984375;6199,9199219
"71";71;59,5540237;77,8444138;14,5417061;82,423996;1,5185605;1,3535862;23,9253197;83,7754822;2,9475346;2372,0322266;4,7167969;7,9888062;278,9013367;116,437355;32,9990501;78,9958954;86,663269;32,0064964;105,3595505;0;0;23,1828098;107,7033234;1,8253225;3246,1196289;4,5019531;2,0411639;354,9893494;186,0305786;350,8334351;180,5381927;80,6648483;25,5784359;102,4038315;0;0;20,5628319;135,8864746;0,0849663;3671,2810059;5,1113281;0,5018378;482,1248169;129,7554016;343,3397827;29,3850193;48,7686615;21,282692;83,1461868;0;0;12,3144464;106,3934784;0;1829,5203857;4,2753906;0,2042122;183,6805725;121,2395248;405,3723755;32,1485901;55,1099701;21,5510902;101,3982773;0;0;11,596405;154,6875;0;2226,5769043;4,0761719;0,7033293;205,8900909;165,2060699;476,0059509;36,0697327;57,79002;26,9822159;117,0299911;0;0;11,5981865;179,296875;0;1980,0981445;4,203125;0,3164623;193,0944366;136,9219208;517,8820801;55,3771133;79,0847702;28,6874428;134,3616486;0;0;11,8110561;173,046875;0;1876,3771973;5,0703125;0,0056014;243,9258881;68,8036575;409,9444275;38,3662376;83,2310944;28,5737114;144,5803375;0;0;11,6802807;198,046875;0;1808,8591309;4,7304688;0,019218;213,6049194;87,8716202;518,0671387;NA;7980,8515625;9994,5068359;62,0565796;9043,5146484;9994,5068359;77,3162918;9043,5146484;9994,5068359;94,3603821;3371,5849609;9994,5068359;83,6671066;3042,2385254;9994,5068359;88,9101791;3042,2385254;9994,5068359;90,7455292;3042,2385254;9994,5068359;90,3445587;3042,2385254;9994,5068359;91,8133698;61881,4101562;16177,3193359;11071,8505859;1743,2353516;5,7255645;11275,8427734;10698,953125;44688,390625;16341,9550781;8063,887207;884,8282471;0;20271,3925781;7108,7993164;37842,8867188;16908,28125;7703,3032227;1850,4204102;0;31583,1875;5937,953125;32616,1621094;13532,8027344;5368,0361328;629,147522;0;32773,4414062;4259,1259766;25110,5566406;12660,3486328;4198,2421875;705,4573975;0;41486,0234375;5796,5395508;20374,296875;11787,8173828;3034,5270996;394,8496704;0;49876,0859375;6535,1044922;16420,2109375;2974,8684082;2429,9868164;301,445282;0;58508,21875;6226,8466797;14631,96875;2939,1069336;1840,8314209;302,1707764;0;63860,5039062;6202,1064453
"72";72;25,7709808;33,6424103;8,7923708;48,7661591;1,2254839;1,1596791;20,3058414;45,1967735;0,9109255;930,394104;4,8300781;4,2492371;113,2616043;41,8040619;12,5482388;40,2478371;44,2081146;21,9764805;71,5337677;0;0;21,7817039;69,9504089;0,7921075;1623,604126;4,5605469;1,4066844;181,2526398;89,3480225;129,3774261;99,2729874;44,4893188;19,4240475;78,12117;0;0;21,902916;96,9726257;0,6875131;2143,9780273;4,8417969;1,3016381;261,9007568;95,4288712;196,6166382;30,1532936;49,9006577;22,1661377;85,6326447;0;0;13,2457733;101,2530746;0,4897069;1699,0238037;4,4238281;0,0920072;180,5891418;102,5814896;255,1859131;23,551302;40,3943138;18,479866;86,8589401;0;0;12,0461988;115,1374054;0,2829799;1592,8457031;4,2148438;0,2952024;156,0745697;109,3997116;308,5622253;27,6567955;44,3193054;23,642437;101,7697449;0;0;11,994153;141,1813202;0,2927648;1596,0826416;4,2636719;0,2193666;159,4984741;106,5153046;391,4535217;43,306324;61,8733025;25,384367;119,040802;0;0;11,9857845;161,0395813;0,0551352;1575,2421875;4,7558594;0,0172825;187,4986877;75,0417099;408,4988403;35,9909515;78,1363144;27,6802387;140,8225403;0;0;11,8864689;198,046875;0;1627,9731445;4,7441406;0,018138;193,0701294;78,258728;531,2837524;NA;7950,8955078;9994,5068359;44,6130486;9043,5146484;9994,5068359;61,2466125;9043,5146484;9994,5068359;76,1290359;3384,5900879;9994,5068359;82,0736389;3042,2385254;9994,5068359;84,8847504;3042,2385254;9994,5068359;87,8513641;3042,2385254;9994,5068359;89,4022446;3042,2385254;9994,5068359;91,8133698;61883,734375;16157,0732422;11073,1699219;1706,0118408;8,1139288;11290,6650391;10724,046875;44700,3945312;16366,2626953;8045,90625;872,9846191;0;20257,6015625;7107,3452148;37798,5703125;16939,4785156;7714,3339844;1861,5672607;0;31583,8535156;5940,2133789;32697,4199219;13527,7324219;5365,1103516;621,7979126;0;32741,5800781;4212,4614258;25117,9296875;12670,9794922;4201,2617188;705,2408447;0;41471,8007812;5800,4448242;20375,6113281;11790,78125;3032,7333984;391,6353455;0;49863,9726562;6568,0898438;16420,2773438;2976,1779785;2430,6987305;301,9129333;0;58504,3085938;6234,6391602;14633,3701172;2941,5766602;1841,2636719;303,8884277;0;63856,4335938;6204,4462891
"73";73;18,7364426;24,399477;7,4724493;43,8936882;0,749044;1,0742155;20,190733;69,9572906;0,5779184;352,5823975;4,9335938;2,8908343;44,2121925;14,5515404;4,1787724;23,0441093;25,3419456;16,5951004;53,5049553;0;0;21,8864689;71,2960892;0,5012072;640,6203003;4,6933594;0,7553405;74,7615662;32,0084724;38,0517502;49,8547287;22,411623;13,8205223;55,898098;0;0;22,0836124;66,4903641;0,4387061;908,5192261;4,9902344;0,7703978;115,6871185;35,7327538;70,3255081;17,5381584;28,9551659;16,577425;63,6699257;0;0;13,0296192;75,5764465;0,2854486;878,5178833;4,5800781;0,0392417;98,7366791;47,6829567;116,7970734;15,0629091;25,8574791;14,9931164;70,1372757;0;0;12,4052725;86,8503113;0,1992488;920,7845459;4,3964844;0,1038284;96,8752823;56,5888138;160,2179413;18,1686001;29,1224289;19,3458233;81,0348587;0;0;12,3740196;100,5691299;0,2185415;978,1315918;4,4609375;0,0726211;105,3948441;57,6270905;211,6199036;28,0925522;40,0549202;21,0263062;95,3658218;0;0;12,739995;118,7788544;0,2155747;1066,1760254;4,7578125;0,018104;126,982132;50,7138748;263,2268066;23,7026711;51,0962486;23,9112282;113,3352356;0;0;13,7144995;140,4260712;0,2023258;1121,696167;4,8222656;0,0150473;136,2337036;50,7156677;315,614624;NA;7891,1518555;9994,5068359;62,365593;9043,5146484;9994,5068359;62,1184921;9043,5146484;9994,5068359;66,6666641;3404,1447754;9994,5068359;77,2111893;3042,2385254;9994,5068359;79,7011414;3042,2385254;9994,5068359;82,379158;3042,2385254;9994,5068359;84,5946198;3042,2385254;9994,5068359;85,8216782;61850,0117188;16108,796875;11065,0341797;1805,4663086;8,8370781;11305,0576172;10752,8232422;44707,8398438;16388,6230469;8018,1855469;861,7254639;0;20248,9589844;7112,6757812;37749,890625;16970,0332031;7729,7070312;1875,8011475;0;31584,8203125;5943,9775391;32775,7109375;13528,0195312;5362,4082031;617,8718262;0;32713,7265625;4145,8012695;25129,3554688;12687,609375;4207,2700195;702,9094238;0;41453,953125;5794,3613281;20375,203125;11793,6689453;3025,4440918;380,1850281;0;49842,7578125;6645,4443359;16408,9765625;2968,0600586;2431,7233887;292,1224976;0;58494,7695312;6310,8364258;14665,734375;2927,3303223;1839,6086426;282,8683167;0;63832,890625;6261,3789062
"74";74;18,145937;23,6018353;7,5294962;43,4987411;1,7344933;1,2614994;21,0673122;50,7105904;0,9731439;480,4727478;4,9082031;3,3128235;59,8240318;20,2547703;5,195859;22,2210789;24,4458332;16,5270309;52,9975243;0;0;22,5488911;63,7215538;0,839406;663,8978271;4,6953125;0,7722672;77,5267715;33,1228638;37,8034897;46,1230583;20,7559719;13,4728365;54,5407791;0;0;22,6189919;70,7269058;0,728128;814,0862427;4,9023438;1,0696454;101,1952667;34,4857788;53,5655098;14,0647039;23,204649;14,7437735;56,7071075;0;0;12,9048529;71,155014;0,4059272;684,9493408;4,5664062;0,0414463;76,6201553;37,538063;83,8197556;12,2568321;21,045929;13,4107285;62,703434;0;0;12,1771288;75,8395996;0,2654236;733,7384033;4,4492188;0,0762031;78,7231293;43,5666199;118,8427658;15,1993685;24,3645401;17,5204201;72,7942581;0;0;12,1417761;87,8271332;0,2949915;782,1397095;4,5390625;0,0473706;86,6637726;43,6928406;160,4316406;23,5170116;33,4956818;18,7868595;84,2574539;0;0;12,1377792;101,5011215;0,2762038;871,8710938;4,8320312;0,0128277;106,1986694;39,1131821;204,9752808;19,0868855;41,0394058;20,0927696;94,1130753;0;0;12,0243254;113,2292328;0,2252167;888,0341797;4,8925781;0,0101364;110,0825119;37,9231911;239,375412;NA;7871,2875977;9994,5068359;47,0119514;9043,5146484;9994,5068359;55,9774971;9043,5146484;9994,5068359;60,1092911;3410,6755371;9994,5068359;76,3534393;3042,2385254;9994,5068359;78,3531265;3042,2385254;9994,5068359;80,2818146;3042,2385254;9994,5068359;82,9012451;3042,2385254;9994,5068359;84,7802887;61850,6484375;16089,4296875;11068,4863281;1776,2189941;10,3023643;11316,6298828;10779,9697266;44710,0507812;16395,4609375;8007,831543;855,961731;0;20245,5195312;7120,7705078;37726,8320312;16977,5605469;7734,6391602;1878,6835938;0;31586,75;5961,2241211;32801,9882812;13529,5898438;5362,1064453;618,7077026;0;32703,3632812;4120,5244141;25133,0195312;12692,7480469;4209,390625;702,9107666;0;41447,40625;5794,1230469;20375,109375;11794,3349609;3023,036377;376,805481;0;49834,4648438;6675,0844727;16404,4335938;2964,1108398;2432,1259766;288,9091797;0;58490,765625;6342,815918;14677,0371094;2922,0029297;1840,0766602;279,6030273;0;63822,0039062;6285,2045898
"75";75;18,348587;23,8367844;7,7507162;44,4737015;2,6401672;1,5952295;21,7889595;48,5359001;0,8225038;492,2844238;4,9316406;3,1938484;61,6968269;20,3505783;5,1983199;22,2924366;24,5332108;16,9717541;54,2155228;0;0;23,711235;60,0123405;0,7651281;685,7344971;4,7207031;0,7285407;80,72789;33,5611801;38,7927628;46,9786377;21,1579819;14,0075073;56,7400742;0;0;23,9080067;72,2394333;0,7089363;828,9348755;4,90625;1,117723;103,1545868;35,001236;49,9655914;12,8794937;21,2407722;14,3016281;55,0868683;0;0;13,2152405;70,7122345;0,4009984;619,1012573;4,5625;0,0434443;69,1607819;34,0227661;71,9320221;11,7928152;20,251091;13,4168291;62,6366348;0;0;12,6288042;78,8685226;0,2565992;683,9413452;4,4511719;0,0784107;73,4328995;40,5573158;106,1186523;14,7260284;23,6063957;17,6092167;72,883934;0;0;12,6298838;87,5282288;0,3311205;731,2797852;4,5800781;0,0402733;82,188591;39,6913795;147,9450378;23,430748;33,3558578;19,1682453;85,3466644;0;0;12,6604309;101,1187592;0,3455054;857,46521;4,875;0,0113996;105,760437;37,1504288;194,2822876;18,7950439;40,3872375;20,4678726;95,2021637;0;0;12,6051645;111,7620392;0,3074208;883,9313965;4,9101562;0,010031;110,1194;37,2025146;230,6261139;NA;7851,4482422;9994,5068359;44,0609131;9043,5146484;9994,5068359;51,665863;9043,5146484;9994,5068359;57,7777786;3417,2126465;9994,5068359;75,6723633;3042,2385254;9994,5068359;77,1591721;3042,2385254;9994,5068359;79,5728912;3042,2385254;9994,5068359;82,0045319;3042,2385254;9994,5068359;83,8424759;61849,2734375;16069,7705078;11071,5048828;1764,6784668;12,6594687;11325,2568359;10802,1044922;44712,5976562;16402,328125;7998,5102539;851,6963501;0;20242,3398438;7125,0415039;37708,46875;16982,9335938;7738,4887695;1880,7731934;0;31588,4199219;5976,4555664;32818,1367188;13530,8632812;5362,0253906;619,6019287;0;32696,4628906;4105,6074219;25134,6484375;12694,7705078;4210,2446289;701,9849854;0;41443,2734375;5799,434082;20375,2636719;11794,7324219;3021,9562988;375,2331238;0;49829,5742188;6691,1435547;16402,5800781;2962,2702637;2432,0080566;286,8073425;0;58488,5039062;6359,2241211;14680,5244141;2920,9133301;1839,9658203;277,6385498;0;63817,1679688;6296,8706055
"76";76;17,3445435;22,4837208;7,5802588;44,3223534;2,8437045;2,068356;22,1419544;60,151001;0,7072366;346,2106323;4,9550781;2,9817562;43,6699066;14,031868;3,63504;19,8020782;21,8093548;16,0533848;51,0259361;0,272594;0,1390001;23,9944763;62,0946503;0,6038086;520,7285156;4,7519531;0,6464734;61,9064445;24,8816433;24,1113167;39,8933105;18,004425;13,0144405;52,8047905;0;0;24,1946793;66,7434921;0,494816;639,1471558;4,9609375;0,9351128;80,7485275;25,7760143;32,2895393;11,8626785;19,5328827;13,9474039;53,3943748;0;0;13,7171707;66,8763046;0,2975846;515,8861084;4,6601562;0,0282148;59,5589905;26,4220352;44,6550102;10,5436115;18,1122551;13,143528;61,0464096;0;0;13,5358591;75,6135864;0,1773207;564,4505005;4,5292969;0,055656;62,3288231;31,7462521;66,9633865;12,6735134;20,3170948;16,7865963;68,3996048;0;0;13,3838358;81,8434601;0,229917;586,2329712;4,6523438;0,0302665;67,5069199;30,1985779;93,006134;19,0232601;27,0341339;17,6940422;76,9871292;0;0;13,2822323;89,6744614;0,2417292;660,2544556;4,9472656;0,0092415;83,1048889;26,9375343;124,1227875;15,5216789;33,2052345;19,1052608;85,6205902;0;0;13,3852892;97,6700211;0,194953;687,3588867;5,0234375;0,0072277;88,2923737;26,2674408;150,6555176;NA;7811,8442383;9994,5068359;51,5224762;9043,5146484;9994,5068359;52,5911713;9043,5146484;9994,5068359;55,6390991;3430,3051758;9994,5068359;73,609581;3042,2385254;9994,5068359;75,3188095;3042,2385254;9994,5068359;77,0545197;3042,2385254;9994,5068359;79,1352234;3042,2385254;9994,5068359;80,4823761;61829,0117188;16029,7802734;11066,8193359;1797,4595947;16,776123;11341,5175781;10841,6142578;44716,2148438;16416,3203125;7976,3759766;845,1011963;0,2302146;20237,1992188;7133,8012695;37665,203125;16998,8476562;7749,4487305;1886,5567627;0;31591,34375;6005,6269531;32864,125;13528,375;5359,6191406;615,5415039;0;32683,7871094;4063,2023926;25139,8632812;12701,8554688;4213,8417969;698,9858398;0;41435,2773438;5798,0688477;20374,1464844;11794,6435547;3016,9240723;368,7877808;0;49820,046875;6733,7045898;16394,984375;2955,7316895;2432,2336426;280,2963562;0;58484,1992188;6406,6694336;14696,4355469;2911,0930176;1838,6942139;267,319458;0;63805,5;6331,1147461
