"","Harvest","Rock_Type","N","variable","value"
"87","H9","Sedimentary","High","DW_Brh",3508.71875
"88","H9","Sedimentary","High","DW_Bol",40740.21875
"89","H10","Sedimentary","High","DW_F",10033.7451172
"90","H10","Sedimentary","High","DW_Brk",3920.7751465
"91","H10","Sedimentary","High","DW_Brh",3491.4052734
"92","H10","Sedimentary","High","DW_Bol",40682.984375
"93","H11","Sedimentary","High","DW_F",10037.5488281
"94","H11","Sedimentary","High","DW_Brk",3914.3337402
"95","H11","Sedimentary","High","DW_Brh",3478.8100586
"96","H11","Sedimentary","High","DW_Bol",40646.6835938
"97","H12","Sedimentary","High","DW_F",10039.4785156
"98","H12","Sedimentary","High","DW_Brk",3910.8852539
"99","H12","Sedimentary","High","DW_Brh",3468.315918
"100","H12","Sedimentary","High","DW_Bol",40628.5429688
"101","H13","Sedimentary","High","DW_F",9678.8574219
"102","H13","Sedimentary","High","DW_Brk",3936.8022461
"103","H13","Sedimentary","High","DW_Brh",3466.7224121
"104","H13","Sedimentary","High","DW_Bol",40836.5273438
"105","H1","Basalt","High","DW_F",7810.5859375
"106","H1","Basalt","High","DW_Brk",19609.7128906
"107","H1","Basalt","High","DW_Brh",9348.5654297
"108","H1","Basalt","High","DW_Bol",141669.765625
"109","H2","Basalt","High","DW_F",5629.7729492
"110","H2","Basalt","High","DW_Brk",3173.7634277
"111","H2","Basalt","High","DW_Brh",2914.6162109
"112","H2","Basalt","High","DW_Bol",24762.3515625
"113","H3","Basalt","High","DW_F",4868.6669922
"114","H3","Basalt","High","DW_Brk",1986.0218506
"115","H3","Basalt","High","DW_Brh",1891.2487793
"116","H3","Basalt","High","DW_Bol",16785.2949219
"117","H4","Basalt","High","DW_F",4652.6953125
"118","H4","Basalt","High","DW_Brk",1713.881958
"119","H4","Basalt","High","DW_Brh",1619.1223145
"120","H4","Basalt","High","DW_Bol",14996.5800781
"121","H5","Basalt","High","DW_F",4589.3984375
"122","H5","Basalt","High","DW_Brk",1642.1401367
"123","H5","Basalt","High","DW_Brh",1548.8383789
"124","H5","Basalt","High","DW_Bol",14543.0458984
"125","H6","Basalt","High","DW_F",4569.3232422
"126","H6","Basalt","High","DW_Brk",1622.498291
"127","H6","Basalt","High","DW_Brh",1532.1035156
"128","H6","Basalt","High","DW_Bol",14450.4150391
"129","H7","Basalt","High","DW_F",4560.1748047
"130","H7","Basalt","High","DW_Brk",1616.3139648
"131","H7","Basalt","High","DW_Brh",1529.0361328
"132","H7","Basalt","High","DW_Bol",14448.1992188
"133","H8","Basalt","High","DW_F",4561.7705078
"134","H8","Basalt","High","DW_Brk",1620.479126
"135","H8","Basalt","High","DW_Brh",1535.4974365
"136","H8","Basalt","High","DW_Bol",14504.4394531
"137","H9","Basalt","High","DW_F",4567.1689453
"138","H9","Basalt","High","DW_Brk",1628.7192383
"139","H9","Basalt","High","DW_Brh",1545.8212891
"140","H9","Basalt","High","DW_Bol",14581.4023438
"141","H10","Basalt","High","DW_F",4572.2890625
"142","H10","Basalt","High","DW_Brk",1636.2932129
"143","H10","Basalt","High","DW_Brh",1555.1954346
"144","H10","Basalt","High","DW_Bol",14650.6855469
"145","H11","Basalt","High","DW_F",4576.8515625
"146","H11","Basalt","High","DW_Brk",1642.9458008
"147","H11","Basalt","High","DW_Brh",1563.3259277
"148","H11","Basalt","High","DW_Bol",14709.7216797
"149","H12","Basalt","High","DW_F",4580.390625
"150","H12","Basalt","High","DW_Brk",1648.1015625
"151","H12","Basalt","High","DW_Brh",1569.7663574
"152","H12","Basalt","High","DW_Bol",14757.0957031
"153","H13","Basalt","High","DW_F",4179.9116211
"154","H13","Basalt","High","DW_Brk",1654.1712646
"155","H13","Basalt","High","DW_Brh",1574.0819092
"156","H13","Basalt","High","DW_Bol",14814.8457031
"157","H1","Basalt","Low","DW_F",9158.6572266
"158","H1","Basalt","Low","DW_Brk",23930.5429688
"159","H1","Basalt","Low","DW_Brh",10041.7597656
"160","H1","Basalt","Low","DW_Bol",175968.53125
"161","H2","Basalt","Low","DW_F",11128.0214844
"162","H2","Basalt","Low","DW_Brk",22888.5957031
"163","H2","Basalt","Low","DW_Brh",10897.9150391
"164","H2","Basalt","Low","DW_Bol",151796.71875
"165","H3","Basalt","Low","DW_F",11131.1796875
"166","H3","Basalt","Low","DW_Brk",22736.3242188
"167","H3","Basalt","Low","DW_Brh",10919.2236328
"168","H3","Basalt","Low","DW_Bol",150832.6875
"169","H4","Basalt","Low","DW_F",11044.1328125
"170","H4","Basalt","Low","DW_Brk",20441.3828125
"171","H4","Basalt","Low","DW_Brh",10509.6503906
"172","H4","Basalt","Low","DW_Bol",133446.375
"173","H5","Basalt","Low","DW_F",9211.6474609
"174","H5","Basalt","Low","DW_Brk",13315.8378906
"175","H5","Basalt","Low","DW_Brh",8667.4277344
"176","H5","Basalt","Low","DW_Bol",81336.7890625
"177","H6","Basalt","Low","DW_F",8192.9863281
"178","H6","Basalt","Low","DW_Brk",8819.6660156
"179","H6","Basalt","Low","DW_Brh",6464.5458984
"180","H6","Basalt","Low","DW_Bol",55044.546875
"181","H7","Basalt","Low","DW_F",7739.7368164
"182","H7","Basalt","Low","DW_Brk",6427.0976562
"183","H7","Basalt","Low","DW_Brh",4843.1591797
"184","H7","Basalt","Low","DW_Bol",42456.3046875
"185","H8","Basalt","Low","DW_F",7529.9389648
"186","H8","Basalt","Low","DW_Brk",5516.7431641
"187","H8","Basalt","Low","DW_Brh",4143.8339844
"188","H8","Basalt","Low","DW_Bol",37734.4726562
"189","H9","Basalt","Low","DW_F",7433.4755859
"190","H9","Basalt","Low","DW_Brk",5109.0522461
"191","H9","Basalt","Low","DW_Brh",3808.0473633
"192","H9","Basalt","Low","DW_Bol",35591.3125
"193","H10","Basalt","Low","DW_F",7387.6230469
"194","H10","Basalt","Low","DW_Brk",4948.0258789
"195","H10","Basalt","Low","DW_Brh",3672.4985352
"196","H10","Basalt","Low","DW_Bol",34722.8867188
"197","H11","Basalt","Low","DW_F",7369.0288086
"198","H11","Basalt","Low","DW_Brk",4869.5341797
"199","H11","Basalt","Low","DW_Brh",3598.121582
"200","H11","Basalt","Low","DW_Bol",34283.1171875
"201","H12","Basalt","Low","DW_F",7367.2089844
"202","H12","Basalt","Low","DW_Brk",4831.4375
"203","H12","Basalt","Low","DW_Brh",3555.0839844
"204","H12","Basalt","Low","DW_Bol",34063.7890625
"205","H13","Basalt","Low","DW_F",6602.559082
"206","H13","Basalt","Low","DW_Brk",4822.1313477
"207","H13","Basalt","Low","DW_Brh",3535.1779785
"208","H13","Basalt","Low","DW_Bol",34003.0390625
