"";"Month";"Year";"Dry weight";"Ca";"Mg";"K";"S";"P";"Date"
"543";3;2050;32773,671875;45,1782875;7,2189941;28,0760098;3,1300058;5,3687;2050-03-01
"544";4;2050;32804,4882812;45,1823235;7,2194362;28,0775871;3,1309438;5,3699059;2050-04-01
"545";5;2050;32866,1289062;45,2426567;7,2293124;28,1140671;3,1370893;5,3782582;2050-05-01
"546";6;2050;32905,578125;45,302372;7,2389822;28,1497192;3,1400805;5,3807635;2050-06-01
"547";7;2050;32945,0234375;45,3622208;7,2486959;28,1855545;3,1439309;5,3836384;2050-07-01
"548";8;2050;32979,5390625;45,4184265;7,2578444;28,2218399;3,1471069;5,3864522;2050-08-01
"549";9;2050;33011,59375;45,4706154;7,2663403;28,2523384;3,1501336;5,3892059;2050-09-01
"550";10;2050;33012,8242188;45,4715538;7,2664089;28,2523384;3,1502087;5,3894768;2050-10-01
"551";11;2050;33014,0585938;45,4715538;7,2664099;28,2523308;3,1502171;5,3895054;2050-11-01
"552";12;2050;33015,2890625;45,47155;7,2664113;28,252327;3,1502199;5,3895135;2050-12-01
"553";1;2051;33016,6367188;45,47155;7,2664113;28,252327;3,1502223;5,3895202;2051-01-01
"554";2;2051;33017,9804688;45,47155;7,2664099;28,252327;3,1502271;5,3895288;2051-02-01
"555";3;2051;33020,671875;45,47155;7,2664099;28,252327;3,1502488;5,3895617;2051-03-01
"556";4;2051;33054,2929688;45,4758263;7,2668719;28,2539787;3,151226;5,3908172;2051-04-01
"557";5;2051;33121,53125;45,5402603;7,2771873;28,2920551;3,157578;5,3946486;2051-05-01
"558";6;2051;33164,5664062;45,6053619;7,2877202;28,3309631;3,1608381;5,3972931;2051-06-01
"559";7;2051;33207,6015625;45,6706047;7,2982998;28,3700447;3,1650352;5,4003806;2051-07-01
"560";8;2051;33245,2578125;45,7319221;7,30828;28,4096088;3,1684957;5,4034109;2051-08-01
"561";9;2051;33280,2226562;45,7888527;7,3175478;28,442873;3,1717954;5,4063501;2051-09-01
"562";10;2051;33281,5664062;45,7898598;7,3176188;28,442873;3,1718779;5,4066439;2051-10-01
"563";11;2051;33282,9140625;45,7898598;7,3176193;28,4428654;3,1718867;5,4066744;2051-11-01
"564";12;2051;33284,2578125;45,7898598;7,3176193;28,4428616;3,1718898;5,4066834;2051-12-01
"565";1;2052;33285,3789062;45,7898598;7,3176193;28,4428616;3,1718922;5,4066887;2052-01-01
"566";2;2052;33286,5;45,7898598;7,3176193;28,4428616;3,1718962;5,4066968;2052-02-01
"567";3;2052;33288,7421875;45,7898598;7,3176193;28,4428616;3,1719148;5,4067254;2052-03-01
"568";4;2052;33316,7578125;45,7934494;7,3180137;28,4442711;3,1727505;5,4077921;2052-04-01
"569";5;2052;33372,7929688;45,8483009;7,3269949;28,4774818;3,1783199;5,4112043;2052-05-01
"570";6;2052;33408,65625;45,9029961;7,3359222;28,5104771;3,1810842;5,4135013;2052-06-01
"571";7;2052;33444,515625;45,9578209;7,3448949;28,543644;3,1846445;5,4161706;2052-07-01
"572";8;2052;33475,8945312;46,0089188;7,3532104;28,5771179;3,1875827;5,4188023;2052-08-01
"573";9;2052;33505,0351562;46,056366;7,3609338;28,6054249;3,1903751;5,4213386;2052-09-01
"574";10;2052;33506,15625;46,0573692;7,3610311;28,6054249;3,1904414;5,4215779;2052-10-01
"575";11;2052;33507,2734375;46,0573692;7,3610311;28,6054192;3,1904485;5,4216042;2052-11-01
"576";12;2052;33508,3945312;46,0573692;7,3610311;28,6054134;3,1904511;5,4216118;2052-12-01
"577";1;2053;33509,6289062;46,0573616;7,3610315;28,6054134;3,1904533;5,4216175;2053-01-01
"578";2;2053;33510,8632812;46,0573616;7,3610311;28,6054134;3,1904576;5,4216256;2053-02-01
"579";3;2053;33513,328125;46,0573692;7,3610315;28,6054134;3,1904783;5,4216571;2053-03-01
"580";4;2053;33544,1445312;46,0613289;7,361465;28,6069717;3,1913996;5,422833;2053-04-01
"581";5;2053;33605,7851562;46,1212769;7,371264;28,643198;3,1974878;5,426579;2053-05-01
"582";6;2053;33645,2304688;46,181015;7,3809919;28,6791382;3,2005041;5,4294767;2053-06-01
"583";7;2053;33684,6796875;46,2408905;7,3907666;28,7152596;3,2043886;5,4323764;2053-07-01
"584";8;2053;33719,1953125;46,2970924;7,3999162;28,7518539;3,2075942;5,4352255;2053-08-01
"585";9;2053;33751,2460938;46,3492813;7,4084105;28,7825623;3,2106428;5,4379711;2053-09-01
"586";10;2053;33752,4804688;46,3502007;7,408493;28,7825623;3,2107158;5,4382324;2053-10-01
"587";11;2053;33753,7148438;46,3502045;7,408493;28,7825508;3,2107236;5,4382606;2053-11-01
"588";12;2053;33754,9453125;46,3502045;7,408493;28,7825489;3,2107263;5,4382696;2053-12-01
"589";1;2054;33756,1796875;46,3502045;7,4084921;28,7825489;3,2107286;5,4382744;2054-01-01
"590";2;2054;33757,4140625;46,3502045;7,4084921;28,7825489;3,2107329;5,438282;2054-02-01
"591";3;2054;33759,8789062;46,3502045;7,4084921;28,7825489;3,210753;5,4383121;2054-03-01
"592";4;2054;33790,6953125;46,3541069;7,4089155;28,7840595;3,2116456;5,439456;2054-04-01
"593";5;2054;33852,3359375;46,4135323;7,4184527;28,8192825;3,2175102;5,4432559;2054-05-01
"594";6;2054;33891,78125;46,4736214;7,4282084;28,8553486;3,2205272;5,4464574;2054-06-01
"595";7;2054;33931,2304688;46,533844;7,4380088;28,891571;3,224411;5,4493794;2054-07-01
"596";8;2054;33965,7460938;46,5900497;7,4471574;28,928257;3,2276149;5,4522414;2054-08-01
"597";9;2054;33997,796875;46,6422462;7,4556522;28,9590778;3,2306666;5,4549956;2054-09-01
"598";10;2054;33999,03125;46,6433525;7,4557452;28,9590778;3,2307415;5,4552565;2054-10-01
"599";11;2054;34000,265625;46,6433525;7,4557452;28,9590683;3,2307498;5,4552841;2054-11-01
"600";12;2054;34001,4960938;46,6433525;7,4557452;28,9590645;3,2307525;5,4552932;2054-12-01
"601";1;2055;34002,7304688;46,6433449;7,4557452;28,9590645;3,2307549;5,4552979;2055-01-01
"602";2;2055;34003,9609375;46,6433525;7,4557452;28,9590645;3,2307594;5,455307;2055-02-01
"603";3;2055;34006,4296875;46,6433525;7,4557452;28,9590645;3,2307801;5,4553385;2055-03-01
"604";4;2055;34037,2460938;46,6473618;7,4561849;28,96064;3,2317119;5,4565306;2055-04-01
"605";5;2055;34098,8828125;46,708252;7,4662066;28,9977875;3,2379472;5,4648366;2055-05-01
"606";6;2055;34138,3320312;46,768589;7,4760427;29,0341988;3,2409916;5,4673901;2055-06-01
"607";7;2055;34177,78125;46,8290672;7,4859257;29,0708046;3,2449124;5,470346;2055-07-01
"608";8;2055;34212,296875;46,8852692;7,4950747;29,107626;3,248148;5,473248;2055-08-01
"609";9;2055;34244,3476562;46,9374657;7,5035701;29,1389923;3,2512252;5,4760246;2055-09-01
"610";10;2055;34245,5820312;46,9386749;7,5036821;29,1389923;3,2512987;5,4762826;2055-10-01
"611";11;2055;34246,8125;46,9386787;7,5036831;29,1389847;3,2513068;5,4763103;2055-11-01
"612";12;2055;34248,046875;46,9386749;7,5036831;29,1389828;3,2513096;5,4763184;2055-12-01
"613";1;2056;34249,1679688;46,9386749;7,5036831;29,1389828;3,2513113;5,4763236;2056-01-01
"614";2;2056;34250,2890625;46,9386749;7,5036821;29,1389828;3,2513154;5,4763303;2056-02-01
"615";3;2056;34252,53125;46,9386787;7,5036821;29,1389828;3,2513325;5,4763565;2056-03-01
"616";4;2056;34280,546875;46,9421425;7,504056;29,1403275;3,2521243;5,4773636;2056-04-01
"617";5;2056;34336,5820312;46,9959412;7,5126715;29,1721764;3,257401;5,4844322;2056-05-01
"618";6;2056;34372,4453125;47,0509262;7,5216742;29,2055321;3,2601886;5,4874206;2056-06-01
"619";7;2056;34408,3046875;47,106041;7,5307207;29,2390347;3,2637784;5,4902096;2056-07-01
"620";8;2056;34439,6835938;47,1571388;7,5390377;29,2725067;3,2667434;5,4929576;2056-08-01
"621";9;2056;34468,8242188;47,2045822;7,5467606;29,3014164;3,2695577;5,4955459;2056-09-01
"622";10;2056;34469,9453125;47,2057152;7,5468755;29,3014164;3,2696228;5,4957776;2056-10-01
"623";11;2056;34471,0625;47,2057152;7,5468755;29,3014126;3,2696304;5,4958014;2056-11-01
"624";12;2056;34472,1835938;47,2057152;7,5468755;29,3014088;3,2696326;5,4958091;2056-12-01
"625";1;2057;34473,4179688;47,2057076;7,5468755;29,3014088;3,269635;5,4958143;2057-01-01
"626";2;2057;34474,6523438;47,2057152;7,5468755;29,3014088;3,2696393;5,4958229;2057-02-01
"627";3;2057;34477,1171875;47,2057152;7,5468755;29,3014088;3,2696598;5,4958539;2057-03-01
"628";4;2057;34507,9335938;47,2096825;7,5473123;29,302969;3,2705839;5,4970307;2057-04-01
"629";5;2057;34569,5742188;47,2701416;7,557241;29,3397522;3,2767577;5,5053473;2057-05-01
"630";6;2057;34609,0195312;47,3302765;7,5670586;29,376091;3,2798011;5,507865;2057-06-01
"631";7;2057;34648,46875;47,3905411;7,5769253;29,4126186;3,2837203;5,5108018;2057-07-01
"632";8;2057;34682,984375;47,4467468;7,5860734;29,4494381;3,2869556;5,5137019;2057-08-01
"633";9;2057;34715,0351562;47,4989357;7,5945692;29,4806614;3,2900302;5,5164838;2057-09-01
"634";10;2057;34716,2695312;47,5000267;7,5946746;29,4806614;3,2901027;5,5167384;2057-10-01
"635";11;2057;34717,5039062;47,5000229;7,5946746;29,4806557;3,2901103;5,5167651;2057-11-01
"636";12;2057;34718,734375;47,5000229;7,5946751;29,4806538;3,2901132;5,5167727;2057-12-01
"637";1;2058;34719,96875;47,5000229;7,5946751;29,4806538;3,2901158;5,5167785;2058-01-01
"638";2;2058;34721,203125;47,5000229;7,5946751;29,4806538;3,2901201;5,5167866;2058-02-01
"639";3;2058;34723,6679688;47,5000191;7,5946751;29,4806538;3,2901413;5,5168176;2058-03-01
"640";4;2058;34754,484375;47,5040512;7,5951161;29,482235;3,2910771;5,5180149;2058-04-01
"641";5;2058;34816,125;47,565239;7,6052189;29,5197086;3,2973671;5,5265474;2058-05-01
"642";6;2058;34855,5703125;47,6257324;7,6150866;29,5562477;3,3004203;5,5307822;2058-06-01
"643";7;2058;34895,0195312;47,6863708;7,6250005;29,5929871;3,3043516;5,5337653;2058-07-01
"644";8;2058;34929,5351562;47,7425652;7,63415;29,6298103;3,3075964;5,5366688;2058-08-01
"645";9;2058;34961,5859375;47,7947617;7,6426444;29,6614189;3,3106816;5,5399017;2058-09-01
"646";10;2058;34962,8203125;47,7960396;7,642765;29,6614208;3,3107553;5,5401554;2058-10-01
"647";11;2058;34964,0546875;47,7960396;7,6427646;29,6614132;3,3107634;5,5401821;2058-11-01
"648";12;2058;34965,2851562;47,7960396;7,6427646;29,6614113;3,3107662;5,5401897;2058-12-01
"649";1;2059;34966,40625;47,796032;7,6427646;29,6614113;3,3107679;5,540195;2059-01-01
"650";2;2059;34967,5273438;47,796032;7,6427646;29,6614113;3,3107719;5,5402017;2059-02-01
"651";3;2059;34969,7695312;47,796032;7,642765;29,6614113;3,3107896;5,5402284;2059-03-01
"652";4;2059;34997,7851562;47,7995605;7,643146;29,6627769;3,3115947;5,541255;2059-04-01
"653";5;2059;35053,8203125;47,8539467;7,651907;29,695179;3,3169718;5,5484996;2059-05-01
"654";6;2059;35089,6835938;47,9091072;7,6609182;29,7285614;3,3197572;5,5512233;2059-06-01
"655";7;2059;35125,5429688;47,9644012;7,6699739;29,7620926;3,3233445;5,5539141;2059-07-01
"656";8;2059;35156,921875;48,0155067;7,6782908;29,7955685;3,3263054;5,5565495;2059-08-01
"657";9;2059;35186,0625;48,0629539;7,6860127;29,8245411;3,3291197;5,5590754;2059-09-01
"658";10;2059;35187,1835938;48,0641785;7,6861334;29,8245449;3,3291864;5,5593038;2059-10-01
"659";11;2059;35188,3046875;48,0641785;7,6861334;29,8245373;3,3291936;5,5593281;2059-11-01
"660";12;2059;35189,421875;48,0641747;7,6861334;29,8245335;3,3291962;5,5593357;2059-12-01
"661";1;2060;35190,65625;48,0641747;7,6861334;29,8245335;3,3291986;5,559341;2060-01-01
"662";2;2060;35191,890625;48,0641747;7,6861334;29,8245335;3,3292029;5,5593495;2060-02-01
"663";3;2060;35194,3554688;48,0641747;7,6861334;29,8245335;3,3292239;5,559381;2060-03-01
"664";4;2060;35225,171875;48,0682106;7,6865773;29,8261223;3,3301628;5,5605807;2060-04-01
"665";5;2060;35286,8125;48,1299095;7,6968055;29,8641415;3,3365352;5,5692463;2060-05-01
"666";6;2060;35326,2578125;48,190773;7,7067547;29,9010372;3,3396111;5,5722198;2060-06-01
"667";7;2060;35365,7070312;48,2517891;7,7167506;29,938139;3,3435724;5,575191;2060-07-01
"668";8;2060;35400,2265625;48,3079948;7,7258992;29,9749603;3,3468423;5,578094;2060-08-01
"669";9;2060;35432,2734375;48,3601837;7,734395;30,0072269;3,3499498;5,5808754;2060-09-01
"670";10;2060;35433,5078125;48,3616409;7,7345352;30,0072308;3,3500235;5,5811257;2060-10-01
"671";11;2060;35434,7421875;48,3616371;7,7345352;30,0072231;3,3500319;5,5811524;2060-11-01
"672";12;2060;35435,9726562;48,3616371;7,7345362;30,0072212;3,3500345;5,5811605;2060-12-01
"673";1;2061;35437,2070312;48,3616409;7,7345362;30,0072212;3,3500366;5,5811653;2061-01-01
"674";2;2061;35438,4414062;48,3616486;7,7345366;30,0072212;3,3500407;5,5811739;2061-02-01
"675";3;2061;35440,90625;48,3616486;7,7345366;30,0072212;3,3500605;5,5812025;2061-03-01
"676";4;2061;35471,7226562;48,365551;7,7349591;30,0087337;3,3509529;5,5823407;2061-04-01
"677";5;2061;35533,3632812;48,4253197;7,7445951;30,0443878;3,3568821;5,5890484;2061-05-01
"678";6;2061;35572,8085938;48,4857292;7,7544403;30,0808582;3,3599279;5,5932655;2061-06-01
"679";7;2061;35612,2578125;48,5462761;7,7643337;30,1174946;3,3638504;5,59623;2061-07-01
"680";8;2061;35646,7734375;48,6024857;7,7734814;30,1543159;3,3670871;5,5991187;2061-08-01
"681";9;2061;35678,8242188;48,6546822;7,7819762;30,1857395;3,3701661;5,6027226;2061-09-01
"682";10;2061;35680,0585938;48,6559334;7,7820921;30,1857414;3,37024;5,602972;2061-10-01
"683";11;2061;35681,2929688;48,6559334;7,7820921;30,1857376;3,3702481;5,6029987;2061-11-01
"684";12;2061;35682,5234375;48,6559334;7,7820921;30,1857319;3,3702509;5,6030068;2061-12-01
"685";1;2062;35683,6445312;48,6559334;7,7820921;30,1857319;3,3702531;5,6030116;2062-01-01
"686";2;2062;35684,765625;48,6559334;7,782093;30,1857319;3,3702571;5,6030197;2062-02-01
"687";3;2062;35687,0078125;48,6559334;7,7820921;30,1857319;3,3702762;5,6030478;2062-03-01
"688";4;2062;35715,0234375;48,6596031;7,782495;30,1871719;3,3711288;5,604136;2062-04-01
"689";5;2062;35771,0585938;48,7159309;7,7918491;30,22192;3,3769488;5,6120448;2062-05-01
"690";6;2062;35806,921875;48,7714996;7,8009443;30,2556381;3,3797576;5,614409;2062-06-01
"691";7;2062;35842,78125;48,827198;7,8100853;30,2895508;3,3833754;5,617137;2062-07-01
"692";8;2062;35874,1640625;48,8782959;7,8184023;30,3230247;3,3863621;5,6198101;2062-08-01
"693";9;2062;35903,3007812;48,9257355;7,8261251;30,3526802;3,3891995;5,6223826;2062-09-01
"694";10;2062;35904,421875;48,9271545;7,8262663;30,3526821;3,389266;5,6226082;2062-10-01
"695";11;2062;35905,5429688;48,927166;7,8262672;30,3526783;3,3892732;5,6226315;2062-11-01
"696";12;2062;35906,6640625;48,927166;7,8262672;30,3526707;3,3892758;5,6226387;2062-12-01
"697";1;2063;35908,0078125;48,927166;7,8262672;30,3526707;3,3892787;5,6226444;2063-01-01
"698";2;2063;35909,3515625;48,9271545;7,8262672;30,3526707;3,3892839;5,6226544;2063-02-01
"699";3;2063;35912,0429688;48,9271545;7,8262672;30,3526707;3,3893082;5,6226902;2063-03-01
"700";4;2063;35945,6640625;48,9316978;7,8267665;30,3544559;3,3903646;5,6240492;2063-04-01
"701";5;2063;36012,90625;48,9996758;7,8381028;30,3966045;3,3974624;5,6283364;2063-05-01
"702";6;2063;36055,9414062;49,0659409;7,8488574;30,4364262;3,4007807;5,6309872;2063-06-01
"703";7;2063;36098,9765625;49,1323586;7,8596587;30,4764805;3,4050529;5,6340985;2063-07-01
"704";8;2063;36136,6289062;49,1936798;7,8696389;30,5166492;3,4085758;5,6371403;2063-08-01
"705";9;2063;36171,59375;49,2506104;7,8789062;30,5511074;3,4119341;5,6400452;2063-09-01
"706";10;2063;36172,9375;49,2522049;7,8790402;30,5511112;3,4120178;5,640317;2063-10-01
"707";11;2063;36174,2851562;49,2522049;7,8790393;30,5511055;3,4120266;5,6403456;2063-11-01
"708";12;2063;36175,6289062;49,2522049;7,8790402;30,5511036;3,4120302;5,6403551;2063-12-01
"709";1;2064;36176,8632812;49,2522087;7,8790402;30,5511036;3,4120324;5,6403594;2064-01-01
"710";2;2064;36178,09375;49,2522087;7,8790407;30,5511036;3,4120367;5,640368;2064-02-01
"711";3;2064;36180,5625;49,2522087;7,8790407;30,5511036;3,4120572;5,6403975;2064-03-01
"712";4;2064;36211,3789062;49,2561836;7,8794713;30,5526409;3,412966;5,6415615;2064-04-01
"713";5;2064;36273,015625;49,317028;7,8893638;30,5893173;3,4190655;5,6452441;2064-05-01
"714";6;2064;36312,4648438;49,3779755;7,8992891;30,6261196;3,4221284;5,6477156;2064-06-01
"715";7;2064;36351,9140625;49,4390602;7,9092612;30,6631012;3,4260724;5,6506109;2064-07-01
"716";8;2064;36386,4296875;49,495266;7,9184103;30,6999245;3,4293261;5,6534381;2064-08-01
"717";9;2064;36418,4804688;49,5474586;7,9269047;30,7319775;3,4324234;5,6561422;2064-09-01
"718";10;2064;36419,7148438;49,5489883;7,9270434;30,7319832;3,4324985;5,6563878;2064-10-01
"719";11;2064;36420,9453125;49,5489922;7,9270434;30,7319736;3,4325068;5,6564136;2064-11-01
"720";12;2064;36422,1796875;49,5489922;7,9270434;30,7319717;3,4325099;5,6564212;2064-12-01
"721";1;2065;36423,4140625;49,5489922;7,9270434;30,7319717;3,4325125;5,6564274;2065-01-01
"722";2;2065;36424,6445312;49,5489922;7,9270425;30,7319717;3,4325178;5,6564364;2065-02-01
"723";3;2065;36427,1132812;49,5489922;7,9270425;30,7319717;3,4325411;5,6564713;2065-03-01
"724";4;2065;36457,9296875;49,5532646;7,9275184;30,733675;3,4335527;5,6577702;2065-04-01
"725";5;2065;36519,5664062;49,6159821;7,938056;30,7728634;3,4401622;5,6618185;2065-05-01
"726";6;2065;36559,015625;49,6769257;7,9479828;30,8096161;3,4432251;5,6647353;2065-06-01
"727";7;2065;36598,4648438;49,7380066;7,9579554;30,8466015;3,4471693;5,6676435;2065-07-01
"728";8;2065;36632,9804688;49,7942162;7,967104;30,8834209;3,450423;5,6704884;2065-08-01
"729";9;2065;36665,03125;49,8464088;7,9755988;30,9154778;3,4535203;5,6732125;2065-09-01
"730";10;2065;36666,265625;49,8479385;7,975738;30,9154797;3,4535952;5,6734567;2065-10-01
"731";11;2065;36667,4960938;49,8479385;7,975738;30,9154739;3,4536033;5,6734824;2065-11-01
"732";12;2065;36668,7304688;49,8479385;7,975738;30,915472;3,4536064;5,67349;2065-12-01
"733";1;2066;36669,9648438;49,8479385;7,975738;30,915472;3,4536092;5,6734962;2066-01-01
"734";2;2066;36671,1953125;49,8479385;7,975738;30,915472;3,4536142;5,6735053;2066-02-01
"735";3;2066;36673,6640625;49,8479385;7,975738;30,915472;3,4536381;5,6735401;2066-03-01
"736";4;2066;36704,4804688;49,8522072;7,9762135;30,9171753;3,4546504;5,6748395;2066-04-01
"737";5;2066;36766,1171875;49,9149284;7,9867516;30,9563618;3,4612598;5,6791172;2066-05-01
"738";6;2066;36805,5664062;49,975872;7,9966774;30,9931183;3,464323;5,6823545;2066-06-01
"739";7;2066;36845,015625;50,0369568;8,0066509;31,0300999;3,468267;5,6853056;2066-07-01
"740";8;2066;36879,53125;50,0931625;8,0157986;31,0669231;3,4715209;5,6881828;2066-08-01
"741";9;2066;36911,5820312;50,1453552;8,0242949;31,098978;3,474618;5,6909127;2066-09-01
"742";10;2066;36912,8164062;50,1468887;8,0244341;31,0989799;3,4746933;5,6911559;2066-10-01
"743";11;2066;36914,046875;50,1468887;8,0244341;31,0989742;3,4747012;5,6911817;2066-11-01
"744";12;2066;36915,28125;50,1468887;8,0244341;31,0989704;3,4747045;5,6911893;2066-12-01
"745";1;2067;36916,515625;50,1468849;8,0244341;31,0989704;3,4747074;5,6911955;2067-01-01
"746";2;2067;36917,7460938;50,1468849;8,0244341;31,0989704;3,4747121;5,6912045;2067-02-01
"747";3;2067;36920,2109375;50,1468887;8,0244341;31,0989704;3,4747357;5,6912389;2067-03-01
"748";4;2067;36951,03125;50,1511612;8,024909;31,1006794;3,4757493;5,6925397;2067-04-01
"749";5;2067;37012,6679688;50,2138824;8,0354471;31,1398659;3,4823582;5,7014232;2067-05-01
"750";6;2067;37052,1171875;50,274826;8,045373;31,1766224;3,4854214;5,7039423;2067-06-01
"751";7;2067;37091,5664062;50,3359108;8,0553465;31,213604;3,4893653;5,7068715;2067-07-01
"752";8;2067;37126,0820312;50,3921204;8,0644941;31,2504234;3,492619;5,7097344;2067-08-01
"753";9;2067;37158,1328125;50,444313;8,0729904;31,2824841;3,4957161;5,7124596;2067-09-01
"754";10;2067;37159,3671875;50,4458427;8,0731287;31,282486;3,4957914;5,7127013;2067-10-01
"755";11;2067;37160,5976562;50,4458389;8,0731287;31,2824802;3,4957995;5,7127275;2067-11-01
"756";12;2067;37161,8320312;50,4458389;8,0731287;31,2824745;3,4958026;5,7127352;2067-12-01
"757";1;2068;37163,0625;50,4458389;8,0731287;31,2824745;3,4958055;5,7127414;2068-01-01
"758";2;2068;37164,296875;50,4458389;8,0731287;31,2824745;3,4958107;5,71275;2068-02-01
"759";3;2068;37166,7617188;50,4458389;8,0731287;31,2824745;3,4958339;5,7127848;2068-03-01
"760";4;2068;37197,5820312;50,4501152;8,0736046;31,2841854;3,4968481;5,7140856;2068-04-01
"761";5;2068;37259,21875;50,5128365;8,0841427;31,3233719;3,5034573;5,7231412;2068-05-01
"762";6;2068;37298,6679688;50,5737839;8,0940685;31,3601265;3,5065203;5,7264066;2068-06-01
"763";7;2068;37338,1171875;50,6348686;8,1040411;31,39711;3,5104644;5,7293963;2068-07-01
"764";8;2068;37372,6328125;50,6910706;8,1131897;31,4339294;3,5137179;5,7323213;2068-08-01
"765";9;2068;37404,6835938;50,7432632;8,121686;31,4659901;3,5168154;5,7350602;2068-09-01
"766";10;2068;37405,9140625;50,7447968;8,1218243;31,465992;3,5168903;5,7353015;2068-10-01
"767";11;2068;37407,1484375;50,7448044;8,1218243;31,4659824;3,5168986;5,7353263;2068-11-01
"768";12;2068;37408,3828125;50,744812;8,1218243;31,4659805;3,516902;5,7353339;2068-12-01
"769";1;2069;37409,6132812;50,744812;8,1218243;31,4659805;3,5169046;5,7353406;2069-01-01
"770";2;2069;37410,8476562;50,7448044;8,1218243;31,4659805;3,5169098;5,7353497;2069-02-01
"771";3;2069;37413,3125;50,7448044;8,1218243;31,4659805;3,5169332;5,735384;2069-03-01
"772";4;2069;37444,1328125;50,7490807;8,1223011;31,4676914;3,5179474;5,7366848;2069-04-01
"773";5;2069;37505,7695312;50,8118019;8,1328392;31,506876;3,5245571;5,7457395;2069-05-01
"774";6;2069;37545,21875;50,8727493;8,142765;31,5436325;3,5276201;5,7482533;2069-06-01
"775";7;2069;37584,6640625;50,9338341;8,1527386;31,5806141;3,531564;5,7511911;2069-07-01
"776";8;2069;37619,1835938;50,9900398;8,1618862;31,6174355;3,5348179;5,7540717;2069-08-01
"777";9;2069;37651,234375;51,0422287;8,1703825;31,6494942;3,537915;5,7568111;2069-09-01
"778";10;2069;37652,4648438;51,0437584;8,1705208;31,6494961;3,5379903;5,7570505;2069-10-01
"779";11;2069;37653,6992188;51,0437584;8,1705208;31,6494884;3,5379982;5,7570763;2069-11-01
"780";12;2069;37654,9296875;51,0437584;8,1705208;31,6494865;3,5380013;5,7570839;2069-12-01
"781";1;2070;37656,1640625;51,0437584;8,1705208;31,6494865;3,5380042;5,7570901;2070-01-01
"782";2;2070;37657,3984375;51,0437584;8,1705208;31,6494865;3,5380092;5,7570992;2070-02-01
"783";3;2070;37659,8632812;51,043766;8,1705208;31,6494865;3,5380328;5,7571335;2070-03-01
"784";4;2070;37690,6796875;51,0480385;8,1709967;31,6511993;3,539048;5,7584352;2070-04-01
"785";5;2070;37752,3203125;51,1107597;8,1815357;31,6903839;3,5456572;5,767488;2070-05-01
"786";6;2070;37791,765625;51,171711;8,1914616;31,7271442;3,5487204;5,7717443;2070-06-01
"787";7;2070;37831,2148438;51,2327919;8,2014351;31,7641258;3,5526643;5,7747078;2070-07-01
"788";8;2070;37865,734375;51,2889977;8,2105827;31,8009491;3,555918;5,7775784;2070-08-01
"789";9;2070;37897,78125;51,3411903;8,2190781;31,833004;3,5590153;5,780766;2070-09-01
"790";10;2070;37899,015625;51,3427162;8,2192163;31,8330059;3,5590904;5,7810044;2070-10-01
"791";11;2070;37900,25;51,3427162;8,2192163;31,8330021;3,5590985;5,7810297;2070-11-01
"792";12;2070;37901,4804688;51,3427238;8,2192163;31,8330002;3,5591016;5,7810378;2070-12-01
"793";1;2071;37902,7148438;51,3427238;8,2192163;31,8330002;3,5591044;5,7810435;2071-01-01
"794";2;2071;37903,9492188;51,3427277;8,2192163;31,8330002;3,5591094;5,7810531;2071-02-01
"795";3;2071;37906,4140625;51,3427277;8,2192163;31,8330002;3,5591331;5,7810869;2071-03-01
"796";4;2071;37937,2304688;51,3470078;8,2196932;31,8347092;3,5601487;5,7823896;2071-04-01
"797";5;2071;37998,8710938;51,409729;8,2302322;31,8738956;3,5667582;5,791441;2071-05-01
"798";6;2071;38038,3164062;51,4706764;8,2401571;31,9106541;3,5698211;5,7944055;2071-06-01
"799";7;2071;38077,765625;51,5317612;8,2501307;31,9476376;3,573765;5,7973309;2071-07-01
"800";8;2071;38112,28125;51,5879707;8,2592793;31,9844589;3,5770192;5,8001842;2071-08-01
"801";9;2071;38144,3320312;51,6401596;8,2677746;32,0165138;3,5801163;5,8028998;2071-09-01
"802";10;2071;38145,5664062;51,6416931;8,2679129;32,0165215;3,5801916;5,8031378;2071-10-01
"803";11;2071;38146,8007812;51,6416931;8,2679129;32,0165138;3,5801995;5,8031626;2071-11-01
"804";12;2071;38148,03125;51,6417007;8,2679129;32,01651;3,5802028;5,8031707;2071-12-01
"805";1;2072;38149,265625;51,6417007;8,2679129;32,01651;3,5802057;5,8031764;2072-01-01
"806";2;2072;38150,5;51,6417007;8,2679129;32,01651;3,5802104;5,8031859;2072-02-01
"807";3;2072;38152,9648438;51,6417007;8,2679129;32,01651;3,5802343;5,8032203;2072-03-01
"808";4;2072;38183,78125;51,6459846;8,2683907;32,0182228;3,5812507;5,8045235;2072-04-01
"809";5;2072;38245,421875;51,7086983;8,2789288;32,0574074;3,5878601;5,8135729;2072-05-01
"810";6;2072;38284,8671875;51,7696457;8,2888556;32,0941658;3,5909233;5,816504;2072-06-01
"811";7;2072;38324,3164062;51,8307266;8,2988281;32,1311493;3,5948668;5,819437;2072-07-01
"812";8;2072;38358,8320312;51,8869324;8,3079777;32,1679688;3,5981209;5,8223152;2072-08-01
"813";9;2072;38390,8828125;51,9391251;8,3164721;32,2000275;3,601218;5,825038;2072-09-01
"814";10;2072;38392,1171875;51,9406624;8,3166103;32,2000313;3,6012933;5,8252745;2072-10-01
