"";"YEAR";"Ca";"Mg";"K";"Na";"Al";"Si";"P"
"79";2083;6,9540203;9,7061189;17,0209519;1,5588913;52,9679011;84,2769953;1,8316202
"80";2084;6,9804582;9,7674799;17,1496946;1,5673554;53,3055138;84,808644;1,8335075
"81";2085;6,9687396;9,7088383;17,0305009;1,5633787;53,0345245;84,3664277;1,8315024
"82";2086;6,9503041;9,6956031;16,9973148;1,5565465;52,8984458;84,1710194;1,8347145
"83";2087;6,9779499;9,7590812;17,1308305;1,5656485;53,2516234;84,7260746;1,8359221
"84";2088;6,9650488;9,6986664;17,0078464;1,5611783;52,9686414;84,2655877;1,8341767
"85";2089;6,9475758;9,688907;16,9820205;1,5548796;52,8519987;84,100786;1,8368936
"86";2090;6,974983;9,7507443;17,1119541;1,5638086;53,1964054;84,6418887;1,838309
"87";2091;6,9639484;9,69526;17,0000107;1,5604205;52,9456673;84,2308593;1,8353276
"88";2092;6,9456223;9,6850011;16,9731409;1,5538933;52,8248071;84,0598084;1,8378975
"89";2093;6,9739294;9,7478826;17,1054501;1,5632014;53,1773107;84,6128979;1,8390818
"90";2094;6,9620059;9,689699;16,9871982;1,5590705;52,9073538;84,1728759;1,8373174
"91";2095;6,9436797;9,6800587;16,9618334;1,5526336;52,790223;84,0076106;1,8396665
"92";2096;6,9712981;9,7400475;17,0879661;1,561629;53,1273001;84,5362116;1,8410254
"93";2097;6,9600461;9,6842997;16,975034;1,5578172;52,8711506;84,1178981;1,8390326
"94";2098;6,9426791;9,6769724;16,95439;1,5518536;52,7679161;83,9741588;1,8409617
"95";2099;6,9705258;9,735844;17,0780582;1,560718;53,0988171;84,493015;1,8428732
"96";2100;6,9602809;9,6837933;16,973719;1,557775;52,8680008;84,1132094;1,8394094
"97";2101;6,9405178;9,671857;16,9429817;1,5506621;52,733667;83,9221345;1,8423338
"98";2102;6,9691988;9,7321541;17,0698503;1,5599728;53,0749763;84,4566137;1,8437735
"99";2103;6,9587137;9,6791052;16,963068;1,5566838;52,836367;84,0652304;1,8410364
"100";2104;6,9389851;9,6685596;16,9352984;1,5497585;52,7095504;83,8860172;1,8435124
"101";2105;6,9692591;9,7329027;17,0711906;1,5600798;53,0783136;84,4622626;1,8436203
"102";2106;6,957557;9,6757536;16,9553251;1,5558473;52,8128393;84,029816;1,8423616
"103";2107;6,9383402;9,6646841;16,9261954;1,5489607;52,6839854;83,8470913;1,8451332
"104";2108;6,9665248;9,7219218;17,0465107;1,5579449;53,0088502;84,3554943;1,8469688
"105";2109;6,9569741;9,6721159;16,947006;1,5552101;52,7901874;83,9950496;1,8435958
"106";2110;6,9366157;9,6601701;16,9159249;1,547874;52,6530163;83,8002662;1,8466299
"107";2111;6,9658012;9,7201121;17,0422113;1,557508;52,9956653;84,3357765;1,8476053
"108";2112;6,955961;9,6688698;16,939313;1,5544219;52,767279;83,9605732;1,8449065
"109";2113;6,9362971;9,6596657;16,9145442;1,5476655;52,6480276;83,7932414;1,8470081
"110";2114;6,9656069;9,7190313;17,0395351;1,5573166;52,9883117;84,3247624;1,848007
"111";2115;6,9569334;9,6696158;16,9407606;1,5547501;52,7730705;83,9693881;1,8449345
"112";2116;6,9366244;9,6588761;16,9122885;1,5474574;52,6415146;83,7837748;1,8479415
"113";2117;6,9661514;9,7201374;17,0419268;1,5575561;52,9949245;84,3351737;1,8479376
"114";2118;6,9554257;9,6648501;16,9301098;1,5537069;52,7418688;83,9218139;1,8464715
"115";2119;6,9351848;9,6555267;16,9046869;1,5465996;52,6180161;83,748371;1,8490704
"116";2120;6,965212;9,7172485;17,0349698;1,5568685;52,9741898;84,3040044;1,8490503
"117";2121;6,9555465;9,6633461;16,9264433;1,5534714;52,7321787;83,9071087;1,8472754
"118";2122;6,9371206;9,6608475;16,9160689;1,5476323;52,6502924;83,798597;1,8481094
"119";2123;6,9650462;9,7148301;17,0297002;1,5565278;52,9602184;84,2822722;1,8498609
"120";2124;6,9570068;9,6688906;16,938474;1,5544554;52,7649652;83,958336;1,8460785
"121";2125;6,9358363;9,6580247;16,9096512;1,5468724;52,6300617;83,7682589;1,8491283
"122";2126;6,9650458;9,7146969;17,0289151;1,5563984;52,9568866;84,277958;1,8503505
"123";2127;6,9575972;9,6670456;16,9341035;1,5542972;52,7547679;83,9424261;1,8470405
"124";2128;6,9369714;9,6595451;16,9128665;1,547257;52,6399947;83,783627;1,8491665
"125";2129;6,9656022;9,7155771;17,0308964;1,5566567;52,962902;84,2872199;1,8502195
"126";2130;6,9571138;9,6641238;16,9274592;1,5538136;52,7367695;83,9147487;1,8479571
"127";2131;6,9378054;9,6620998;16,9180624;1,5475861;52,65319;83,8048426;1,8491502
"128";2132;6,9670864;9,7195167;17,0393603;1,557453;52,9870012;84,3246602;1,8494851
"129";2133;6,9589189;9,6702429;16,9408907;1,5550124;52,7744061;83,9731014;1,8464405
"130";2134;6,9371584;9,6589734;16,9110989;1,547022;52,6339603;83,7752704;1,8501316
"131";2135;6,9678781;9,7220013;17,0446015;1,5578955;53,0011035;84,3468821;1,8491139
"132";2136;6,9600561;9,6724448;16,9455277;1,5554778;52,7876963;83,9938567;1,8462984
"133";2137;6,9397574;9,6678689;16,9306554;1,5486406;52,6878528;83,8590002;1,8482295
"134";2138;6,9694365;9,7274458;17,0566017;1,5589785;53,0347594;84,3990142;1,8476879
"135";2139;6,9615549;9,6736807;16,9484065;1,5560439;52,7985313;84,0098879;1,8461384
"136";2140;6,9407336;9,6694656;16,9340109;1,549038;52,6981896;83,8749931;1,8480876
"137";2141;6,9682762;9,7216987;17,0439738;1,5579575;52,99973;84,3448636;1,8494452
"138";2142;6,9631095;9,6783058;16,9585434;1,5570412;52,8277286;84,0549857;1,8449216
"139";2143;6,9419375;9,6720958;16,9397739;1,5495877;52,7146351;83,9005175;1,847771
"140";2144;6,9700515;9,7277923;17,057268;1,5590615;53,0361;84,4015277;1,8481989
"141";2145;6,965152;9,6835205;16,9699917;1,5581361;52,8603464;84,1053864;1,843905
"142";2146;6,9435484;9,6759598;16,9481191;1,5503579;52,7384962;83,9375659;1,8472122
