;Min Manual;Uptake;Leach;Diff_Manual;Minz;Somz;Diff_Minz;Diff_SOMZ;MB_Minz
308;20.867924;27.7806816;4.1683735;2.7443841;46.2495346;15.3180017;-14.3004795;16.6310534;-0.395878
309;21.779142;28.4303913;4.326615;2.3246343;47.5654526;15.5946426;-14.8084463;17.1623637;-0.497014
310;20.95016;28.6940327;4.5699724;3.1739003;48.8130684;15.3830538;-15.5490633;17.8809513;-0.52696
311;21.068292;28.5580292;4.5636556;2.9260816;49.9800262;15.1824188;-16.8583414;17.939266;-0.352842
312;21.439754;28.7473831;4.6551351;2.652494;51.0806732;14.9801807;-17.678155;18.4223375;-0.256116
313;21.255094;28.9850044;4.7471828;2.9827276;52.1336327;14.7768755;-18.4014455;18.9553117;-0.35854
314;21.655382;28.8322506;4.6972574;2.4796112;53.0935555;14.5854578;-19.5640475;18.9440502;-0.248178
315;21.983304;25.0977135;6.0824139;-2.9680044;62.9039879;14.2647333;-31.7238605;16.9153941;-0.44359
316;8.576568;0;23.3548983;-31.9314663;85.260849;12.5028315;-61.9059507;10.8520668;-2.613072
317;6.814738;0;27.6710399;-34.4857779;74.8284836;11.3277388;-47.1574437;16.3433011;-0.998396
318;6.383468;0.6724599;25.9588988;-31.6699069;65.4725037;10.8504629;-38.841145;15.7808958;-0.569142
319;6.390244;0.6724599;24.9197262;-30.6375103;57.4061966;10.6697311;-31.8140105;14.922455;-0.473564
320;6.56691;0.6724599;23.6057898;-29.5002399;50.4431114;10.6455536;-26.1648617;13.6326961;-0.468328
321;6.828332;0.6724599;22.7854481;-28.9413202;44.4232635;10.7234297;-20.9653555;12.7344783;-0.485254
322;7.137942;0.6724599;22.3268515;-28.7923336;39.2105598;10.8791828;-16.2112484;12.1201286;-0.50561
323;7.477974;3.3622994;19.3999786;-23.5156532;34.6891785;11.087698;-11.9269005;11.67458;-0.524622
324;7.838894;5.4896593;16.6436275;-18.9928622;30.7605476;11.3354874;-8.6272608;10.7977994;-0.541198
325;8.210762;7.8397985;14.1937211;-14.5646846;27.3406429;11.6153345;-5.3071233;10.4181851;-0.555366
326;8.587264;9.7398653;11.474914;-10.3223127;24.3579121;11.911211;-3.1431328;9.3035683;-0.56742
327;8.964438;11.514596;9.3862426;-6.8360846;21.7512798;12.2196445;-0.8504412;8.6811941;-0.57757
328;9.411402;12.8931475;7.9899618;-4.5082163;19.4686642;12.5347567;1.4144451;8.3483526;-0.529256
329;16.22306;24.8768196;3.6219486;5.031811;18.3529243;13.6624279;10.1458439;14.8363403;1.088906
330;18.965352;23.5710297;1.9373557;2.668322;18.6605587;14.3327246;6.8478267;11.1756608;-0.076678
331;19.677084;23.7098656;1.8928059;2.1399757;18.9052334;14.5819845;6.6974381;11.020687;-0.275884
332;22.726704;24.1193695;1.3015469;0.0911186;19.29566;14.972168;6.1252564;10.4487484;0.136528
333;24.299758;24.5353909;3.0185391;-2.7829062;20.0634766;15.5190372;7.4904534;12.0348928;-0.142646
334;15.994902;25.1560726;5.7006667;3.4605039;21.3635292;15.9455557;9.4932101;14.9111836;-1.982918
335;17.61494;24.9685802;5.9090184;1.4446218;23.2309246;16.1656933;7.646674;14.7119053;-0.505694
336;17.332322;25.0920334;5.368468;2.3912434;25.0736103;16.214983;5.3868911;14.2455184;-0.567266
337;16.884098;25.4254055;5.292932;3.2483755;26.6492252;16.2304764;4.0691123;14.4878611;-0.623994
338;19.97219;25.3487587;4.9782782;0.3982905;28.2835121;16.2306118;2.0435248;14.0964251;0.007518
339;19.491514;25.6126976;4.7010401;1.4201435;30.0125637;16.2141819;0.301174;14.0995558;-0.500654
340;18.412968;25.9224262;4.744604;2.7648542;31.744091;16.1526012;-1.0770608;14.514429;-0.669606
