"";"Month";"Year";"Dry weight";"Ca";"Mg";"K";"S";"P";"Date"
"54";6;2009;20331,2714844;33,1064339;5,388803;21,6889915;2,3809938;4,9016528;2009-06-01
"55";7;2009;20435,2714844;33,2757797;5,4163675;21,7999363;2,3931735;4,9191375;2009-07-01
"56";8;2009;20526,2695312;33,4239578;5,4404869;21,8970146;2,4038303;4,9267969;2009-08-01
"57";9;2009;20610,7695312;33,5615578;5,4628839;21,987154;2,4137259;4,9383059;2009-09-01
"58";10;2009;20614,0195312;33,5668488;5,4637456;21,9906216;2,4141064;4,9391007;2009-10-01
"59";11;2009;20617,2675781;33,5721436;5,4646068;21,9940872;2,4144874;4,9394684;2009-11-01
"60";12;2009;20620,5175781;33,5774345;5,4654684;21,9975586;2,4148679;4,9396524;2009-12-01
"61";1;2010;20623,5429688;33,5823631;5,46627;22,0007858;2,4152222;4,9397407;2010-01-01
"62";2;2010;20626,5664062;33,5872917;5,4670725;22,0040131;2,4155765;4,9403806;2010-02-01
"63";3;2010;20632,6191406;33,5971451;5,4686766;22,0104675;2,416285;4,9418612;2010-03-01
"64";4;2010;20708,265625;33,7203217;5,4887257;22,0911674;2,425144;4,960361;2010-04-01
"65";5;2010;20859,5585938;33,9666786;5,5288262;22,2525635;2,4428618;4,9973626;2010-05-01
"66";6;2010;20956,3847656;34,1243477;5,5544901;22,3558559;2,4542012;5,0210443;2010-06-01
"67";7;2010;21053,2109375;34,2820206;5,5801544;22,4591484;2,4655406;5,0447254;2010-07-01
"68";8;2010;21137,9335938;34,4199753;5,6026106;22,54953;2,4754624;5,0543318;2010-08-01
"69";9;2010;21216,6054688;34,5480843;5,6234627;22,6334534;2,4846756;5,0655942;2010-09-01
"70";10;2010;21219,6308594;34,5530128;5,6242642;22,6366806;2,4850297;5,0663338;2010-10-01
"71";11;2010;21222,65625;34,5579414;5,6250658;22,6399136;2,4853842;5,0666542;2010-11-01
"72";12;2010;21225,6816406;34,5628662;5,6258678;22,6431408;2,4857385;5,0668187;2010-12-01
"73";1;2011;21228,484375;34,5674286;5,6266103;22,6461277;2,4860668;5,0669065;2011-01-01
"74";2;2011;21231,2871094;34,571991;5,6273527;22,6491184;2,4863949;5,0674815;2011-02-01
"75";3;2011;21236,890625;34,5811157;5,6288381;22,6550961;2,4870508;5,0688519;2011-03-01
"76";4;2011;21306,9316406;34,6951714;5,6474028;22,7298164;2,4952538;5,0859828;2011-04-01
"77";5;2011;21447,015625;34,923275;5,6845326;22,8792572;2,5116594;5,1202431;2011-05-01
"78";6;2011;21536,6699219;35,0692635;5,7082958;22,9748974;2,5221586;5,1421695;2011-06-01
"79";7;2011;21626,3242188;35,2152519;5,7320585;23,0705395;2,5326579;5,1526322;2011-07-01
"80";8;2011;21704,7695312;35,3429909;5,752851;23,1542225;2,5418448;5,1595898;2011-08-01
"81";9;2011;21777,6152344;35,4616051;5,7721581;23,2319336;2,5503757;5,167438;2011-09-01
"82";10;2011;21780,4179688;35,4661636;5,7729006;23,2349205;2,550704;5,1681237;2011-10-01
"83";11;2011;21783,2207031;35,4707298;5,773643;23,2379093;2,5510318;5,168396;2011-11-01
"84";12;2011;21786,0234375;35,4752884;5,7743855;23,2409019;2,5513601;5,1685433;2011-12-01
"85";1;2012;21788,7128906;35,4796715;5,7750983;23,2437706;2,5516753;5,1686249;2012-01-01
"86";2;2012;21791,4042969;35,4840508;5,7758117;23,2466412;2,5519905;5,169158;2012-02-01
"87";3;2012;21796,78125;35,4928093;5,7772374;23,2523785;2,5526204;5,1704736;2012-03-01
"88";4;2012;21864,0234375;35,6023026;5,7950597;23,32411;2,5604947;5,1869192;2012-04-01
"89";5;2012;21998,5058594;35,8212852;5,8307042;23,4675732;2,5762441;5,2198095;2012-05-01
"90";6;2012;22084,5742188;35,9614334;5,8535156;23,5593853;2,5863235;5,240859;2012-06-01
"91";7;2012;22170,6445312;36,1015816;5,8763285;23,6512032;2,5964029;5,2588129;2012-07-01
"92";8;2012;22245,9550781;36,2242126;5,8962893;23,7315426;2,6052225;5,2655673;2012-08-01
"93";9;2012;22315,8867188;36,3380814;5,914824;23,8061428;2,6134119;5,2729225;2012-09-01
"94";10;2012;22318,5761719;36,3424606;5,9155369;23,8090134;2,6137273;5,2735801;2012-10-01
"95";11;2012;22321,2675781;36,3468437;5,9162498;23,8118801;2,6140423;5,273838;2012-11-01
"96";12;2012;22323,9570312;36,351223;5,9169631;23,8147507;2,6143572;5,2739744;2012-12-01
"97";1;2013;22326,3105469;36,3550568;5,9175868;23,8172626;2,6146326;5,2740617;2013-01-01
"98";2;2013;22328,6640625;36,3588905;5,9182105;23,8197727;2,6149087;5,2745161;2013-02-01
"99";3;2013;22333,3710938;36,3665504;5,9194584;23,8247948;2,6154597;5,2756677;2013-03-01
"100";4;2013;22392,2070312;36,4623566;5,9350529;23,887558;2,62235;5,2900572;2013-04-01
"101";5;2013;22509,8789062;36,6539688;5,9662414;24,0130901;2,6361303;5,3188362;2013-05-01
"102";6;2013;22585,1875;36,7765961;5,9862018;24,0934277;2,6449499;5,3372545;2013-06-01
"103";7;2013;22660,4980469;36,8992271;6,0061626;24,173769;2,6537693;5,3458009;2013-07-01
"104";8;2013;22726,3945312;37,0065308;6,0236287;24,2440643;2,6614869;5,3520031;2013-08-01
"105";9;2013;22787,5820312;37,1061668;6,0398469;24,3093414;2,6686521;5,3623028;2013-09-01
"106";10;2013;22789,9375;37,1100006;6,0404706;24,3118496;2,6689279;5,3628778;2013-10-01
"107";11;2013;22792,2890625;37,1138306;6,0410943;24,3143635;2,6692035;5,3630886;2013-11-01
"108";12;2013;22794,6445312;37,1176643;6,041718;24,3168697;2,6694791;5,3632035;2013-12-01
"109";1;2014;22796,8847656;37,1213112;6,0423121;24,3192635;2,6697416;5,3632846;2014-01-01
"110";2;2014;22799,125;37,1249657;6,0429068;24,3216572;2,6700039;5,3637075;2014-02-01
"111";3;2014;22803,609375;37,1322632;6,0440946;24,3264389;2,6705289;5,3648038;2014-03-01
"112";4;2014;22859,6445312;37,2235069;6,0589461;24,3862171;2,6770909;5,3785076;2014-04-01
"113";5;2014;22971,7109375;37,4059906;6,0886502;24,5057678;2,6902153;5,4059172;2014-05-01
"114";6;2014;23043,4355469;37,5227814;6,1076598;24,5822811;2,6986148;5,4234581;2014-06-01
"115";7;2014;23115,1582031;37,6395683;6,1266708;24,6587963;2,7070146;5,4396496;2014-07-01
"116";8;2014;23177,9179688;37,7417641;6,1433048;24,7257462;2,7143641;5,4453578;2014-08-01
"117";9;2014;23236,1933594;37,8366623;6,158751;24,7879124;2,7211888;5,4529428;2014-09-01
"118";10;2014;23238,4355469;37,840313;6,1593447;24,7903042;2,7214513;5,4534912;2014-10-01
"119";11;2014;23240,6757812;37,8439598;6,1599393;24,7926922;2,7217138;5,453681;2014-11-01
"120";12;2014;23242,9179688;37,8476143;6,160533;24,7950859;2,721976;5,4537873;2014-12-01
"121";1;2015;23245,046875;37,851078;6,1610975;24,7973576;2,7222252;5,4538732;2015-01-01
"122";2;2015;23247,1757812;37,8545456;6,1616621;24,7996273;2,7224746;5,454267;2015-02-01
"123";3;2015;23251,4335938;37,8614807;6,1627903;24,8041725;2,7229733;5,4553032;2015-03-01
"124";4;2015;23304,6660156;37,9481621;6,1768999;24,8609581;2,729207;5,4683228;2015-04-01
"125";5;2015;23411,1308594;38,1215248;6,2051182;24,974535;2,7416751;5,4943604;2015-05-01
"126";6;2015;23479,2675781;38,2324753;6,2231784;25,0472183;2,7496548;5,5046878;2015-06-01
"127";7;2015;23547,4042969;38,3434296;6,2412376;25,1199074;2,7576346;5,5088978;2015-07-01
"128";8;2015;23607,0234375;38,4405136;6,257041;25,1835098;2,7646165;5,5139775;2015-08-01
"129";9;2015;23662,3847656;38,5306587;6,2717142;25,2425709;2,7711;5,5210176;2015-09-01
"130";10;2015;23664,5136719;38,5341225;6,2722788;25,2448406;2,7713494;5,5215392;2015-10-01
"131";11;2015;23666,6425781;38,5375938;6,2728434;25,2471123;2,7715986;5,5216932;2015-11-01
"132";12;2015;23668,7714844;38,5410614;6,2734075;25,249382;2,7718477;5,5217915;2015-12-01
"133";1;2016;23670,7890625;38,544342;6,273942;25,2515335;2,772084;5,5218701;2016-01-01
"134";2;2016;23672,8046875;38,5476265;6,2744765;25,2536869;2,77232;5,5222344;2016-02-01
"135";3;2016;23676,8398438;38,5541954;6,2755466;25,2579899;2,7727926;5,5232005;2016-03-01
"136";4;2016;23727,2695312;38,6363144;6,2889128;25,3117886;2,7786984;5,5355339;2016-04-01
"137";5;2016;23828,1328125;38,8005524;6,3156462;25,4193878;2,7905104;5,5602021;2016-05-01
"138";6;2016;23892,6835938;38,9056664;6,3327551;25,4882469;2,79807;5,5713339;2016-06-01
"139";7;2016;23957,234375;39,0107765;6,349865;25,5571117;2,8056295;5,5771251;2016-07-01
"140";8;2016;24013,7148438;39,1027489;6,3648367;25,617363;2,8122444;5,5821319;2016-08-01
"141";9;2016;24066,1640625;39,1881523;6,3787374;25,673315;2,8183868;5,5887561;2016-09-01
"142";10;2016;24068,1816406;39,1914406;6,379272;25,6754704;2,8186226;5,5892491;2016-10-01
"143";11;2016;24070,1972656;39,1947212;6,3798065;25,6776218;2,8188586;5,5894012;2016-11-01
"144";12;2016;24072,2148438;39,1980019;6,3803411;25,6797771;2,8190949;5,5894914;2016-12-01
"145";1;2017;24074,1191406;39,201107;6,380846;25,6818066;2,8193178;5,5895643;2017-01-01
"146";2;2017;24076,0234375;39,2042122;6,381351;25,683836;2,8195415;5,5899;2017-02-01
"147";3;2017;24079,8339844;39,2104149;6,3823614;25,6879025;2,8199875;5,590796;2017-03-01
"148";4;2017;24127,4628906;39,2879715;6,3949847;25,7387123;2,8255653;5,6024451;2017-04-01
"149";5;2017;24222,7226562;39,4430885;6,4202332;25,840332;2,8367209;5,625742;2017-05-01
"150";6;2017;24283,6875;39,5423584;6,4363918;25,9053707;2,8438606;5,639606;2017-06-01
"151";7;2017;24344,6503906;39,6416283;6,4525499;25,9704056;2,8510001;5,6436367;2017-07-01
"152";8;2017;24397,9960938;39,7284966;6,4666896;26,0273132;2,8572471;5,6484008;2017-08-01
"153";9;2017;24447,5292969;39,8091583;6,4798183;26,0801563;2,8630478;5,6547484;2017-09-01
"154";10;2017;24449,4335938;39,8122597;6,4803233;26,0821857;2,863271;5,6552148;2017-10-01
"155";11;2017;24451,3378906;39,815361;6,4808288;26,0842152;2,8634946;5,6553326;2017-11-01
"156";12;2017;24453,2421875;39,8184662;6,4813333;26,0862484;2,8637178;5,6554155;2017-12-01
"157";1;2018;24455,1464844;39,8215714;6,4818387;26,0882797;2,863941;5,6554985;2018-01-01
"158";2;2018;24457,0507812;39,8246727;6,4823437;26,0903111;2,8641644;5,6558285;2018-02-01
"159";3;2018;24460,8613281;39,8308754;6,4833527;26,0943756;2,8646107;5,656713;2018-03-01
"160";4;2018;24508,4921875;39,9084358;6,4959769;26,1451874;2,8701885;5,6683617;2018-04-01
"161";5;2018;24603,75;40,0635452;6,521225;26,2468052;2,8813441;5,691659;2018-05-01
"162";6;2018;24664,7148438;40,1628189;6,5373836;26,311842;2,8884835;5,6987596;2018-06-01
"163";7;2018;24725,6796875;40,2620888;6,5535421;26,3768787;2,895623;5,7027011;2018-07-01
"164";8;2018;24779,0234375;40,3489494;6,5676813;26,4337864;2,90187;5,7075267;2018-08-01
"165";9;2018;24828,5566406;40,4296112;6,5808101;26,4866276;2,907671;5,7138119;2018-09-01
"166";10;2018;24830,4609375;40,4327126;6,581316;26,4886589;2,9078941;5,7142773;2018-10-01
"167";11;2018;24832,3652344;40,4358177;6,58182;26,4906883;2,9081173;5,7143874;2018-11-01
"168";12;2018;24834,2695312;40,4389153;6,5823255;26,4927216;2,9083407;5,714468;2018-12-01
"169";1;2019;24835,953125;40,4416504;6,5827718;26,4945145;2,9085376;5,7145395;2019-01-01
"170";2;2019;24837,6347656;40,4443893;6,5832171;26,4963055;2,9087348;5,7148223;2019-02-01
"171";3;2019;24840,9960938;40,4498634;6,5841084;26,4998913;2,9091282;5,7155862;2019-03-01
"172";4;2019;24883,0234375;40,5182953;6,5952477;26,5447254;2,9140499;5,7258639;2019-04-01
"173";5;2019;24967,0722656;40,655159;6,6175251;26,634388;2,9238927;5,7464209;2019-05-01
"174";6;2019;25020,8632812;40,7427483;6,631783;26,6917744;2,9301925;5,7584758;2019-06-01
"175";7;2019;25074,65625;40,8303452;6,6460414;26,7491608;2,9364922;5,7619224;2019-07-01
"176";8;2019;25121,7226562;40,9069862;6,6585164;26,7993717;2,9420044;5,7660489;2019-08-01
"177";9;2019;25165,4296875;40,9781609;6,6701012;26,8459969;2,9471226;5,7703443;2019-09-01
"178";10;2019;25167,1113281;40,980896;6,6705465;26,8477859;2,9473197;5,7707553;2019-10-01
"179";11;2019;25168,7929688;40,9836311;6,6709919;26,8495808;2,9475167;5,7708511;2019-11-01
"180";12;2019;25170,4765625;40,9863663;6,6714373;26,8513737;2,9477136;5,7709208;2019-12-01
"181";1;2020;25172,046875;40,9889221;6,671854;26,8530483;2,9478974;5,770998;2020-01-01
"182";2;2020;25173,6152344;40,9914818;6,6722698;26,854723;2,9480813;5,7712569;2020-02-01
"183";3;2020;25176,7539062;40,9965858;6,6731014;26,8580704;2,9484489;5,7719564;2020-03-01
"184";4;2020;25215,9765625;41,0604553;6,6834979;26,8999157;2,953042;5,7815485;2020-04-01
"185";5;2020;25294,4238281;41,1882019;6,7042904;26,9836006;2,9622295;5,800735;2020-05-01
"186";6;2020;25344,6308594;41,2699509;6,717598;27,037159;2,9681091;5,813014;2020-06-01
"187";7;2020;25394,8398438;41,3517036;6,7309055;27,0907192;2,9739888;5,8219948;2020-07-01
"188";8;2020;25438,7695312;41,4232445;6,7425485;27,1375809;2,9791334;5,8270516;2020-08-01
"189";9;2020;25479,5625;41,4896622;6,7533607;27,181097;2,9839108;5,832294;2020-09-01
"190";10;2020;25481,1328125;41,492218;6,7537761;27,1827717;2,9840946;5,8326774;2020-10-01
"191";11;2020;25482,703125;41,4947739;6,7541924;27,1844463;2,9842782;5,8327618;2020-11-01
"192";12;2020;25484,2734375;41,4973297;6,7546082;27,1861191;2,9844623;5,8328247;2020-12-01
"193";1;2021;25485,9550781;41,5000687;6,755054;27,1879139;2,9846592;5,8328938;2021-01-01
"194";2;2021;25487,6367188;41,5028;6,7555008;27,1897068;2,9848559;5,8331676;2021-02-01
"195";3;2021;25490,9980469;41,5082741;6,756391;27,1932907;2,9852498;5,83391;2021-03-01
"196";4;2021;25533,0253906;41,5767059;6,76753;27,2381229;2,9901712;5,8441887;2021-04-01
"197";5;2021;25617,0742188;41,7135735;6,7898073;27,3277874;3,0000143;5,8647451;2021-05-01
"198";6;2021;25670,8671875;41,8011665;6,8040652;27,3851719;3,0063138;5,8779011;2021-06-01
"199";7;2021;25724,6582031;41,8887558;6,8183231;27,4425602;3,0126135;5,8880463;2021-07-01
"200";8;2021;25771,7265625;41,9653969;6,8307986;27,4927711;3,018126;5,8924212;2021-08-01
"201";9;2021;25815,4316406;42,0365715;6,8423829;27,5393944;3,0232441;5,8980503;2021-09-01
"202";10;2021;25817,1132812;42,0393028;6,8428283;27,5411873;3,0234413;5,8984618;2021-10-01
"203";11;2021;25818,796875;42,0420418;6,8432746;27,5429802;3,0236382;5,8985491;2021-11-01
"204";12;2021;25820,4785156;42,0447807;6,84372;27,5447731;3,0238352;5,8986158;2021-12-01
"205";1;2022;25821,9355469;42,0471535;6,8441062;27,5463276;3,0240059;5,8986864;2022-01-01
"206";2;2022;25823,3945312;42,0495224;6,8444924;27,547884;3,0241764;5,898921;2022-02-01
"207";3;2022;25826,3066406;42,0542717;6,8452644;27,550993;3,0245178;5,8995585;2022-03-01
"208";4;2022;25862,7265625;42,1135788;6,8549185;27,5898476;3,0287831;5,9084663;2022-04-01
"209";5;2022;25935,5703125;42,2321968;6,8742247;27,6675549;3,0373142;5,9262819;2022-05-01
"210";6;2022;25982,1914062;42,3081093;6,8865819;27,7172871;3,0427737;5,9376841;2022-06-01
"211";7;2022;26028,8125;42,3840218;6,8989377;27,7670212;3,0482337;5,9490862;2022-07-01
"212";8;2022;26069,6074219;42,4504471;6,9097495;27,8105431;3,0530107;5,9556527;2022-08-01
"213";9;2022;26107,484375;42,5121307;6,9197893;27,8509483;3,0574467;5,9607191;2022-09-01
"214";10;2022;26108,9433594;42,5144997;6,9201765;27,8525047;3,0576174;5,9610758;2022-10-01
"215";11;2022;26110,4003906;42,5168762;6,9205608;27,8540592;3,0577879;5,9611492;2022-11-01
"216";12;2022;26111,8574219;42,519249;6,9209471;27,8556137;3,0579586;5,9612069;2022-12-01
"217";1;2023;26113,3164062;42,5216255;6,9213328;27,8571701;3,0581293;5,9612765;2023-01-01
"218";2;2023;26114,7734375;42,5239944;6,9217186;27,8587227;3,0582998;5,9615083;2023-02-01
"219";3;2023;26117,6855469;42,5287437;6,922492;27,8618336;3,0586414;5,9621396;2023-03-01
"220";4;2023;26154,1054688;42,5880547;6,9321456;27,9006863;3,062907;5,9710474;2023-04-01
"221";5;2023;26226,9511719;42,706665;6,9514523;27,9783955;3,0714376;5,988863;2023-05-01
"222";6;2023;26273,5722656;42,7825775;6,9638095;28,0281296;3,0768974;6,0002656;2023-06-01
"223";7;2023;26320,1933594;42,85849;6,9761658;28,0778637;3,0823572;6,0069256;2023-07-01
"224";8;2023;26360,9863281;42,9249153;6,9869785;28,1213818;3,0871344;6,0108376;2023-08-01
"225";9;2023;26398,8652344;42,9865952;6,9970179;28,1617908;3,0915704;6,014781;2023-09-01
"226";10;2023;26400,3222656;42,9889679;6,9974036;28,1633453;3,0917411;6,0151372;2023-10-01
"227";11;2023;26401,7792969;42,9913445;6,9977908;28,1648998;3,0919116;6,0152068;2023-11-01
"228";12;2023;26403,2382812;42,9937172;6,9981761;28,1664543;3,0920823;6,0152631;2023-12-01
"229";1;2024;26404,6953125;42,9960899;6,9985619;28,1680088;3,092253;6,0153322;2024-01-01
"230";2;2024;26406,1523438;42,9984589;6,9989481;28,1695652;3,0924234;6,0155616;2024-02-01
"231";3;2024;26409,0644531;43,0032043;6,9997201;28,1726723;3,0927649;6,0161896;2024-03-01
"232";4;2024;26445,4863281;43,0625076;7,0093737;28,2115307;3,0970304;6,0250978;2024-04-01
"233";5;2024;26518,3300781;43,1811295;7,0286818;28,2892361;3,1055613;6,0429134;2024-05-01
"234";6;2024;26564,9511719;43,2570381;7,0410376;28,3389702;3,111021;6,0543151;2024-06-01
"235";7;2024;26611,5722656;43,3329544;7,0533943;28,3887043;3,1164808;6,0649271;2024-07-01
"236";8;2024;26652,3652344;43,3993835;7,0642056;28,4322224;3,121258;6,0689616;2024-08-01
"237";9;2024;26690,2441406;43,4610558;7,0742459;28,4726295;3,1256936;6,072907;2024-09-01
"238";10;2024;26691,7011719;43,4634323;7,0746312;28,4741879;3,1258645;6,0732636;2024-10-01
"239";11;2024;26693,1601562;43,4658051;7,0750175;28,4757404;3,126035;6,0733371;2024-11-01
"240";12;2024;26694,6171875;43,4681778;7,0754037;28,4772949;3,1262057;6,0733929;2024-12-01
"241";1;2025;26695,9609375;43,4703674;7,0757599;28,4787312;3,1263633;6,0734553;2025-01-01
"242";2;2025;26697,3066406;43,4725533;7,0761161;28,4801674;3,1265206;6,0736647;2025-02-01
"243";3;2025;26699,9980469;43,4769325;7,0768299;28,483036;3,1268356;6,0742369;2025-03-01
"244";4;2025;26733,6171875;43,5316849;7,0857406;28,5156136;3,1307731;6,0824594;2025-04-01
"245";5;2025;26800,859375;43,6411743;7,1035624;28,5873432;3,138648;6,0989046;2025-05-01
"246";6;2025;26843,8945312;43,7112541;7,1149693;28,6332474;3,1436875;6,1094294;2025-06-01
"247";7;2025;26886,9296875;43,7813301;7,1263752;28,6791534;3,1487272;6,1155076;2025-07-01
"248";8;2025;26924,5820312;43,8426399;7,1363559;28,719326;3,153137;6,1192532;2025-08-01
"249";9;2025;26959,5488281;43,8995819;7,1456232;28,7566242;3,1572318;6,1249404;2025-09-01
"250";10;2025;26960,8945312;43,9017677;7,1459799;28,7580624;3,1573894;6,1252694;2025-10-01
"251";11;2025;26962,2382812;43,9039574;7,1463366;28,7594967;3,1575468;6,1253347;2025-11-01
"252";12;2025;26963,5839844;43,906147;7,1466928;28,760931;3,1577044;6,1253853;2025-12-01
"253";1;2026;26964,9296875;43,9083328;7,1470499;28,7623692;3,1578522;6,1254478;2026-01-01
"254";2;2026;26966,2734375;43,9105225;7,1474056;28,7638054;3,1579707;6,1256547;2026-02-01
"255";3;2026;26968,9648438;43,9149017;7,148119;28,7666721;3,1582854;6,1262226;2026-03-01
"256";4;2026;27002,5859375;43,9696541;7,1570301;28,7956448;3,1622229;6,1344457;2026-04-01
"257";5;2026;27069,8261719;44,0791435;7,1748524;28,8673763;3,1700976;6,1508904;2026-05-01
"258";6;2026;27112,8613281;44,1492195;7,1862588;28,9132843;3,1751373;6,1614156;2026-06-01
"259";7;2026;27155,8964844;44,2192879;7,1976652;28,9591904;3,1801767;6,1717372;2026-07-01
"260";8;2026;27193,5507812;44,2806091;7,2076449;28,9993629;3,1845865;6,1754236;2026-08-01
"261";9;2026;27228,515625;44,3375397;7,2169123;29,0366611;3,1886814;6,1797967;2026-09-01
"262";10;2026;27229,8613281;44,3397331;7,2172694;29,0380955;3,1888387;6,1801262;2026-10-01
"263";11;2026;27231,2070312;44,3419228;7,2176256;29,0395336;3,1889966;6,1801891;2026-11-01
"264";12;2026;27232,5507812;44,3441086;7,2179823;29,0409679;3,1891539;6,1802402;2026-12-01
"265";1;2027;27233,7851562;44,3461227;7,2183089;29,0422859;3,1892829;6,1803093;2027-01-01
"266";2;2027;27235,0175781;44,3481216;7,2186356;29,0436001;3,1893904;6,1804962;2027-02-01
"267";3;2027;27237,4824219;44,3521347;7,2192898;29,0462303;3,1896789;6,1810083;2027-03-01
"268";4;2027;27268,3007812;44,4023285;7,2274575;29,0767803;3,1932881;6,1885462;2027-04-01
"269";5;2027;27329,9394531;44,5026894;7,2437944;29,1425343;3,2005067;6,2036209;2027-05-01
"270";6;2027;27369,3867188;44,5669289;7,254251;29,184618;3,2051265;6,2111564;2027-06-01
