"";"YEAR";"Ca";"Mg";"K";"Na";"Al";"Si";"P"
"48";2052;2,9465006;3,3476036;5,0613626;0,9900222;18,5654261;30,8883965;0,3870124
"49";2053;2,9403376;3,3381427;5,0033857;0,9915701;18,3992083;30,6981332;0,3923013
"50";2054;2,8816873;3,2688928;4,9167868;0,9677572;18,0610801;30,0849973;0,3880907
"51";2055;2,9653293;3,3551808;5,0852338;0,9953058;18,6901265;31,0500262;0,3806048
"52";2056;2,9315824;3,332015;5,0169645;0,9852712;18,4064351;30,6589719;0,388505
"53";2057;3,1047306;3,4858524;5,1718659;1,0533118;19,1896114;32,1026827;0,3982769
"54";2058;3,0909197;3,4244935;5,0368208;1,0535759;18,848221;31,5579748;0,3896149
"55";2059;2,9946138;3,3749518;5,0857216;1,007413;18,7253778;31,1672054;0,3893916
"56";2060;3,0289003;3,3905927;5,0384765;1,0255986;18,6770756;31,2144511;0,3966795
"57";2061;3,102997;3,5008888;5,1304878;1,045432;19,0017993;31,9298249;0,4151425
"58";2062;3,034173;3,4301122;5,0424104;1,0245761;18,6336728;31,2928367;0,4153846
"59";2063;3,0097236;3,4100537;5,1196388;1,0143268;18,8324275;31,4096902;0,3983075
"60";2064;2,9675313;3,392743;5,0950639;0,9962684;18,6324203;31,1019317;0,4017104
"61";2065;2,9648902;3,3962919;5,031749;0,9992031;18,4385984;30,9339754;0,416196
"62";2066;2,869605;3,3442281;4,9885919;0,9549757;18,0733791;30,3028593;0,4258488
"63";2067;2,9258539;3,4639448;5,1775909;0,9717775;18,6020077;31,2311938;0,4345545
"64";2068;2,9469059;3,4365052;5,1320767;0,9809617;18,5732616;31,1413237;0,4329233
"65";2069;3,0716472;3,5847473;5,2748481;1,0228897;19,1581337;32,2933971;0,4473374
"66";2070;3,1858168;3,6319996;5,3762886;1,0642768;19,7375798;33,1242722;0,4384829
"67";2071;2,9855451;3,4627168;5,1757759;0,9939951;18,7657123;31,4428269;0,4337332
"68";2072;3,0620772;3,5088909;5,1373203;1,0231602;18,8246043;31,7266844;0,4476571
"69";2073;3,0841196;3,5857009;5,2279421;1,0129638;19,007565;32,1171307;0,4657692
"70";2074;3,1172343;3,5667161;5,2695496;1,041484;19,3084064;32,4356476;0,4394098
"71";2075;3,0044261;3,5156415;5,1810225;1,0029852;18,769701;31,6377182;0,448374
"72";2076;2,9942098;3,4635143;5,1409926;1,0004508;18,6994365;31,399489;0,4364848
"73";2077;3,0029347;3,4833388;5,1052878;1,0028586;18,586315;31,3563712;0,4498984
"74";2078;2,9419784;3,4043755;5,0598202;0,9803776;18,3881531;30,8577975;0,4356126
"75";2079;3,0425082;3,5315691;5,2712674;1,0144403;19,1218039;32,0625665;0,4366548
"76";2080;3,0470255;3,5093947;5,1533492;1,0182087;18,8104699;31,6943126;0,451443
"77";2081;3,1952987;3,6443504;5,3608082;1,0667329;19,6938987;33,1237368;0,444124
"78";2082;3,2938198;3,6675396;5,4039503;1,1043989;20,0905398;33,6871003;0,4353627
"79";2083;3,1628066;3,5938436;5,2328915;1,0519166;19,2448203;32,4754447;0,4558012
"80";2084;3,1548022;3,544507;5,1954275;1,0593368;19,2242323;32,3244828;0,4399781
"81";2085;3,203384;3,638946;5,3077463;1,0586939;19,5234375;32,9097083;0,4604013
"82";2086;3,1713811;3,6018588;5,2509533;1,0580467;19,3377893;32,6103738;0,4526071
"83";2087;3,1055477;3,5659294;5,2584133;1,0396073;19,2261015;32,3411877;0,4447489
"84";2088;3,0716738;3,5103557;5,1691975;1,0288016;18,9290616;31,8395366;0,4438136
"85";2089;3,0421379;3,4747143;5,12061;1,0194341;18,7626983;31,5456613;0,4401402
"86";2090;3,063638;3,4680839;5,1238918;1,0287394;18,857365;31,6443776;0,432811
"87";2091;3,1250391;3,5843004;5,2711633;1,0454252;19,2821021;32,4634851;0,4470882
"88";2092;3,1185732;3,5246612;5,1855976;1,0482419;19,1138073;32,1196507;0,4368325
"89";2093;3,279361;3,6569331;5,3685725;1,1012666;19,9669613;33,5261082;0,4330551
"90";2094;3,3216486;3,6776221;5,3515687;1,1103781;19,9872227;33,6277984;0,4420728
"91";2095;3,1452015;3,5377351;5,2207601;1,0587816;19,2752159;32,3460104;0,4325628
"92";2096;3,1855518;3,5411487;5,1762614;1,0736734;19,2673895;32,3903018;0,433669
"93";2097;3,2173401;3,6228902;5,2421326;1,0614629;19,3816453;32,7246956;0,4616236
"94";2098;3,221586;3,6042496;5,2614046;1,0822766;19,5349334;32,8780661;0,4395592
"95";2099;3,1475849;3,5596589;5,2650641;1,0587435;19,3921667;32,5359673;0,4329892
"96";2100;3,1171054;3,5282832;5,1879726;1,0497719;19,10989;32,1322478;0,4359652
"97";2101;3,0923476;3,5103569;5,1426619;1,0398916;18,9241758;31,8659945;0,4413171
"98";2102;3,0917619;3,4888274;5,0831755;1,0391101;18,7776419;31,6556024;0,4432343
"99";2103;3,2101977;3,6215917;5,3073376;1,0768809;19,6046301;32,9874064;0,4387182
"100";2104;3,1494116;3,5371598;5,1807787;1,061453;19,1722326;32,2482149;0,4361751
"101";2105;3,259884;3,6621424;5,3158231;1,0888381;19,7099835;33,2468611;0,4464959
"102";2106;3,300446;3,614845;5,2335513;1,1134802;19,6896212;33,1416917;0,4290842
"103";2107;3,1659135;3,5392809;5,2046334;1,0691427;19,2912499;32,3918611;0,4290726
"104";2108;3,1933809;3,557807;5,1300907;1,0742501;19,1101931;32,2839744;0,4466678
"105";2109;3,2266365;3,624204;5,2242657;1,0681134;19,3593601;32,721734;0,4577631
"106";2110;3,2506275;3,6003997;5,2396933;1,0963345;19,5750255;32,9425027;0,4323047
"107";2111;3,1771389;3,6037177;5,2550472;1,0667795;19,3646227;32,6636738;0,4483603
"108";2112;3,1374172;3,5364551;5,1902272;1,0595698;19,1696169;32,2421475;0,4338823
"109";2113;3,152692;3,5520827;5,1539474;1,0604599;19,0748518;32,1994294;0,444512
"110";2114;3,1118385;3,4925544;5,0755109;1,0495331;18,815337;31,7312625;0,4402504
"111";2115;3,1849695;3,580337;5,27658;1,0745;19,5119441;32,760398;0,428304
"112";2116;3,149773;3,5282613;5,1632851;1,0640651;19,1374464;32,1913538;0,4322889
"113";2117;3,2818959;3,6365132;5,306307;1,1083875;19,8246508;33,3372826;0,4278246
"114";2118;3,334443;3,6202554;5,2530061;1,131599;19,8618093;33,3794244;0,4181913
"115";2119;3,2313988;3,6069947;5,2072574;1,0813541;19,352907;32,6958352;0,4497716
"116";2120;3,2040543;3,5432017;5,1338104;1,0848788;19,1945837;32,3504686;0,4338862
"117";2121;3,2627353;3,6363838;5,2495754;1,0883601;19,5409693;32,992165;0,4501407
"118";2122;3,2280755;3,6112517;5,2129013;1,0845186;19,3839371;32,7505939;0,446844
"119";2123;3,1913791;3,5933177;5,2567742;1,0755017;19,440899;32,7327977;0,4401667
"120";2124;3,1356628;3,5399447;5,1775668;1,0586333;19,1097533;32,1869198;0,4383212
"121";2125;3,1290606;3,5310124;5,0973139;1,0534626;18,8597578;31,9024979;0,4505202
"122";2126;3,0958789;3,457389;5,0622164;1,0455896;18,7878553;31,5839253;0,4281565
"123";2127;3,183106;3,5657987;5,2691244;1,0758338;19,5100144;32,7157142;0,4220549
"124";2128;3,1288383;3,51016;5,1206185;1,0595047;18,9794641;31,964514;0,4309151
"125";2129;3,309247;3,6458357;5,3136245;1,1191935;19,9190465;33,4894528;0,4256528
"126";2130;3,3029892;3,6318866;5,2743466;1,1166914;19,7887675;33,3003559;0,4300424
"127";2131;3,1784258;3,543356;5,1905901;1,0762487;19,2809643;32,4123426;0,4293063
"128";2132;3,2103269;3,5441083;5,1378633;1,0887647;19,2264552;32,394393;0,4317177
"129";2133;3,2442091;3,6293072;5,2061534;1,0776865;19,3472301;32,749233;0,4604865
"130";2134;3,2440058;3,6068749;5,2295724;1,0957899;19,5067049;32,8908727;0,4370314
"131";2135;3,1871004;3,5736122;5,2560762;1,0776786;19,4656614;32,701188;0,4313412
"132";2136;3,1341902;3,5437028;5,1615441;1,0596069;19,0511646;32,1439319;0,4426399
"133";2137;3,1074139;3,4921319;5,0959111;1,049998;18,8629122;31,7760153;0,4361447
"134";2138;3,1169906;3,4727443;5,0834599;1,0563016;18,8990059;31,7691945;0,4262709
"135";2139;3,1876521;3,5746113;5,2600428;1,0783253;19,4794835;32,7192554;0,4273703
"136";2140;3,1518774;3,5247703;5,1516509;1,0675112;19,1170824;32,1685338;0,4309917
"137";2141;3,2827398;3,6674989;5,3033885;1,1023342;19,7378525;33,3258781;0,4439791
"138";2142;3,2987915;3,6050456;5,1918309;1,1195365;19,5823872;33,0169327;0,4263357
"139";2143;3,1743785;3,5370693;5,1912215;1,0765296;19,2835697;32,3953839;0,4264399
"140";2144;3,2018341;3,5582107;5,1171799;1,0825157;19,0990684;32,2938042;0,4454793
"141";2145;3,2330141;3,640042;5,2279795;1,0733432;19,3562357;32,7788646;0,4626836
"142";2146;3,2417562;3,6606841;5,3044887;1,0840594;19,598045;33,1201841;0,461879
