YEAR;Month;Dry weight g/m²;N µmol/g;Ca µmol/g;Mg µmol/g;K µmol/g;S µmol/g;P µmol/g;N µmol/m²;Ca µmol/m²;Mg µmol/m²;K µmol/m²;S µmol/m²;P µmol/m²
        2007;           1;     34.1181068;    487.4512634;     83.4011078;     39.4552574;    116.3061066;     24.1339569;     17.7306137;   1663.0914307;    284.5487976;    134.6138611;    396.8144226;     82.3404922;     60.4934959
        2007;           2;     40.7349472;    488.6662292;     83.6135635;     39.5557671;    116.5876312;     24.1949348;     17.7746468;   1990.5793457;    340.5994263;    161.1302185;    474.9191284;     98.5579453;     72.4049301
        2007;           3;     41.3552818;    489.5362244;     83.7660141;     39.6278915;    116.7896423;     24.2383690;     17.8060265;   2024.4908447;    346.4167175;    163.8822632;    482.9868469;    100.2384567;     73.6373215
        2007;           4;     27.2944851;    490.5644226;     83.9467087;     39.7133751;    117.0290833;     24.2887592;     17.8428154;   1338.9703369;    229.1282196;    108.3956146;    319.4248657;     66.2949219;     48.7010460
        2007;           5;     53.4172363;    456.4262390;     77.7896881;     36.7595482;    108.4894562;     22.7082520;     16.6053352;   2438.1027832;    415.5310059;    196.3593445;    579.5206909;    121.3012009;     88.7011108
        2007;           6;     50.5223694;    439.7966919;     75.3795090;     35.5148087;    104.6932907;     22.0949383;     15.9595842;   2221.9570312;    380.8351440;    179.4292297;    528.9353027;    111.6288681;     80.6315994
        2007;           7;     37.7022324;    439.5797119;     75.3983154;     35.5351868;    104.7622681;     22.0748062;     15.8826666;   1657.3135986;    284.2684631;    133.9755859;    394.9771423;     83.2269440;     59.8811989
        2007;           8;     54.7957420;    439.3264771;     75.4183273;     35.5543404;    104.8271027;     22.0858192;     15.8023653;   2407.3220215;    413.2603149;    194.8226471;    574.4078979;    121.0208817;     86.5902328
        2007;           9;    111.4524841;    439.3481750;     75.4503708;     35.5685501;    104.8751984;     22.0935593;     15.7492456;   4896.6445312;    840.9131470;    396.4203186;   1168.8601074;    246.2382050;    175.5292511
        2007;          10;    334.9777527;    439.5300903;     75.4967422;     35.5891151;    104.9447937;     22.0979080;     15.6856041;  14723.2802734;   2528.9729004;   1192.1562500;   3515.4172363;    740.2307739;    525.4328613
        2007;          11;    129.0284576;    440.0991211;     74.9291611;     35.6306763;    104.5005951;     21.9141331;     15.7224722;   5678.5312500;    966.7994385;    459.7371521;   1348.3551025;    282.7546997;    202.8646393
        2007;          12;     48.3856773;    443.5486450;     75.7616959;     36.0008545;    105.5973206;     22.1456928;     15.8182116;   2146.1401367;    366.5780945;    174.1925659;    510.9397888;    107.1534348;     76.5374908
        2008;           1;     34.9909019;    446.0690308;     76.2140884;     36.2158279;    106.1932755;     22.2759838;     15.9073200;   1560.8358154;    266.6799622;    126.7224503;    371.5798340;     77.9456787;     55.6611481
        2008;           2;     41.7770157;    447.0775757;     76.3906021;     36.2997055;    106.4258041;     22.3270817;     15.9431419;   1867.7565918;    319.1371460;    151.6493378;    444.6152344;     93.2758789;     66.6056900
        2008;           3;     42.4132118;    447.7956238;     76.5165405;     36.3595505;    106.5917053;     22.3632278;     15.9684982;   1899.2449951;    324.5312195;    154.2125244;    452.0896606;     94.8496323;     67.7275314
        2008;           4;     27.9927235;    448.6429749;     76.6656570;     36.4304085;    106.7881393;     22.4049721;     15.9981298;   1255.8739014;    214.6080475;    101.9786301;    298.9290771;     62.7176170;     44.7831230
        2008;           5;     54.7837372;    418.3263245;     71.1567993;     33.7698479;     99.1356430;     21.0062599;     14.9234142;   2291.7478027;    389.8235168;    185.0038452;    543.1021118;    115.0801392;     81.7560349
        2008;           6;     51.8148079;    406.8187561;     69.5350037;     32.9192543;     96.5405045;     20.6254196;     14.4811401;   2107.9235840;    360.2942810;    170.5704803;    500.2227783;    106.8702164;     75.0337524
        2008;           7;     38.6667137;    406.7404175;     69.5997543;     32.9556160;     96.6596832;     20.6166840;     14.4361744;   1572.7315674;    269.1193848;    127.4285355;    373.7512207;     79.7179413;     55.8199425
        2008;           8;     56.1975060;    406.2160339;     69.6630554;     32.9897957;     96.7716980;     20.6361904;     14.3625965;   2282.8327637;    391.4889832;    185.3944244;    543.8328247;    115.9702377;     80.7142105
        2008;           9;    114.3036194;    405.4537354;     69.7201157;     33.0151520;     96.8548126;     20.6506615;     14.3249083;   4634.4829102;    796.9261475;    377.3751221;   1107.0855713;    236.0445251;    163.7388763
        2008;          10;    343.5470276;    404.2044067;     69.8026886;     33.0518456;     96.9750748;     20.6716042;     14.2661171;  13886.3222656;   2398.0505371;   1135.4863281;   3331.5498047;    710.1668091;    490.1082153
        2008;          11;    132.3292236;    405.2272949;     69.4710007;     33.1260109;     96.9885178;     20.5109406;     14.3212223;   5362.3413086;    919.3043823;    438.3539429;   1283.4415283;    271.4196777;    189.5116272
        2008;          12;     49.6234589;    407.8586426;     70.0828629;     33.3713264;     97.7916946;     20.6821365;     14.3944426;   2023.9357910;    347.7754211;    165.6000671;    485.2762451;    102.6319199;     71.4302063
        2009;           1;     35.7843361;    409.9821167;     70.4672623;     33.5543671;     98.2962875;     20.7937260;     14.4687023;   1467.0938721;    252.1624298;    120.0720825;    351.7467651;     74.4089737;     51.7752914
        2009;           2;     42.7243271;    410.8355103;     70.6177826;     33.6260414;     98.4938736;     20.8376598;     14.4986868;   1755.2670898;    301.7097168;    143.6650085;    420.8084717;     89.0275040;     61.9446640
        2009;           3;     43.3749542;    411.4412231;     70.7248611;     33.6770287;     98.6344452;     20.8686123;     14.5198307;   1784.6243896;    306.7687683;    146.0739594;    427.8264465;     90.5175095;     62.9796982
        2009;           4;     28.6274700;    412.1550903;     70.8515396;     33.7373505;     98.8007431;     20.9042091;     14.5444632;   1179.8957520;    202.8300323;     96.5814972;    282.8415222;     59.8434601;     41.6371193
        2009;           5;     56.0259819;    384.8466492;     65.8240738;     31.2988663;     91.7913208;     19.6405792;     13.5904121;   2156.1411133;    368.7858276;    175.3549652;    514.2698975;    110.0382767;     76.1416168
        2009;           6;     52.9897346;    374.3065186;     64.7034225;     30.7027264;     89.9521255;     19.4067326;     13.2885580;   1983.4403076;    342.8617249;    162.6929321;    476.6539307;    102.8357620;     70.4157181
        2009;           7;     39.5434990;    372.8759155;     64.8059845;     30.7527370;     90.1118851;     19.4068813;     13.2268248;   1474.4819336;    256.2655334;    121.6070862;    356.3339233;     76.7416000;     52.3034935
        2009;           8;     57.4718094;    371.3776245;     64.9048843;     30.7997456;     90.2620392;     19.4334316;     13.1606579;   2134.3745117;    373.0201111;    177.0117035;    518.7522583;    111.6874466;     75.6366806
        2009;           9;    116.8955078;    370.4051514;     64.9826279;     30.8346214;     90.3734436;     19.4531326;     13.1150618;   4329.8696289;    759.6176758;    360.4428711;   1056.4249268;    227.3983765;    153.3091736
        2009;          10;    351.3371277;    369.3153076;     65.0951309;     30.8850899;     90.5346527;     19.4816399;     13.0705900;  12975.4179688;   2287.0336914;   1085.1079102;   3180.8186035;    684.4623413;    459.2183533
        2009;          11;    135.3298492;    370.7864685;     64.9565125;     30.9870911;     90.8494797;     19.3561993;     13.1410570;   5017.8476562;    879.0554810;    419.3478394;   1229.4645996;    261.9471436;    177.8377228
        2009;          12;     50.7486954;    372.8397827;     65.4231262;     31.1563492;     91.4604797;     19.4875011;     13.1984968;   1892.1132812;    332.0138245;    158.1144104;    464.1500244;     98.8965302;     66.9806519
        2010;           1;     36.4191132;    374.6397400;     65.7566299;     31.3151722;     91.8971786;     19.5850735;     13.2616158;   1364.4047852;    239.4798279;    114.0470886;    334.6813965;     71.3271027;     48.2976303
        2010;           2;     43.4822159;    375.3649597;     65.8875809;     31.3775349;     92.0686493;     19.6235962;     13.2871666;   1632.1700439;    286.4938049;    136.4364777;    400.3348999;     85.3277512;     57.7755470
        2010;           3;     44.1443787;    375.8772278;     65.9802780;     31.4216824;     92.1900406;     19.6505680;     13.3050756;   1659.2866211;    291.2658386;    138.7090607;    406.9671936;     86.7462082;     58.7344284
        2010;           4;     29.1352921;    376.4800110;     66.0898590;     31.4738674;     92.3335342;     19.6814461;     13.3258686;   1096.8854980;    192.5547333;     91.7000275;    269.0164490;     57.3424683;     38.8253059
        2010;           5;     57.0198250;    352.3846741;     61.4899940;     29.2377300;     85.8864212;     18.5408421;     12.4802914;   2009.2912598;    350.6148682;    166.7130280;    489.7228699;    105.7195587;     71.1623993
        2010;           6;     53.9297180;    344.8384705;     60.7784004;     28.8594570;     84.6906052;     18.4315262;     12.2847223;   1859.7042236;    327.7762146;    155.6382446;    456.7340698;     99.4007034;     66.2511597
        2010;           7;     40.2449608;    344.6122437;     60.9133873;     28.9208183;     84.8827591;     18.4394779;     12.2693014;   1386.8906250;    245.1456909;    116.3917236;    341.6103210;     74.2096100;     49.3777542
        2010;           8;     58.4913025;    343.3633118;     61.0408173;     28.9784985;     85.0633850;     18.4716663;     12.2074347;   2008.3767090;    357.0356750;    169.4990082;    497.5468140;    108.0431824;     71.4028778
        2010;           9;    118.9691086;    342.5016479;     61.1353569;     29.0212898;     85.1973801;     18.4955463;     12.1658459;   4074.7114258;    727.3218994;    345.2637024;   1013.5856323;    220.0398560;    144.7359772
        2010;          10;    357.5695190;    342.0817261;     61.2721596;     29.0832138;     85.3912888;     18.5301018;     12.1473570;  12231.7988281;   2190.9055176;   1039.9270020;   3053.3320312;    662.5799561;    434.3524475
        2010;          11;    137.7304688;    343.9028625;     61.3296432;     29.2083702;     85.7832031;     18.4416733;     12.2296877;   4736.5903320;    844.6960449;    402.2882385;   1181.4960938;    253.9980164;    168.4400635
        2010;          12;     51.6489258;    343.9028625;     61.3296432;     29.2083702;     85.7832031;     18.4416733;     12.2296877;   1776.2214355;    316.7610168;    150.8580933;    443.0610352;     95.2492599;     63.1650238
        2011;           1;     37.0538483;    345.3899231;     61.6119537;     29.3428211;     86.1514053;     18.5247650;     12.2820044;   1279.8026123;    228.2960052;    108.7264481;    319.2241211;     68.6413879;     45.5095558
        2011;           2;     44.2400513;    346.0083923;     61.7258339;     29.3970566;     86.2999268;     18.5585175;     12.3038836;   1530.7429199;    273.0754089;    130.0527191;    381.7913208;     82.1029739;     54.4324417
        2011;           3;     44.9137535;    346.4455566;     61.8065109;     29.4354801;     86.4051590;     18.5821304;     12.3192101;   1556.0170898;    277.5962524;    132.2057953;    388.0780029;     83.4593277;     55.3301964
        2011;           4;     29.6430798;    346.9593201;     61.9018250;     29.4808731;     86.5294647;     18.6090202;     12.3369408;   1028.4942627;    183.4960785;     87.3903885;    256.5000000;     55.1628685;     36.5704918
        2011;           5;     58.0136032;    325.5969849;     57.6992493;     27.4328423;     80.6077271;     17.5872593;     11.5861626;   1888.9053955;    334.7341309;    159.1477966;    467.6344604;    102.0300217;     67.2154999
        2011;           6;     54.8696442;    320.8041992;     57.3314209;     27.2448845;     79.9837952;     17.5853939;     11.4642591;   1760.2412109;    314.5754700;    149.4916992;    438.8682251;     96.4904251;     62.9039803
        2011;           7;     40.9463730;    319.6891785;     57.4882126;     27.3161888;     80.2049332;     17.6008186;     11.4308615;   1309.0112305;    235.3933868;    111.8498917;    328.4101257;     72.0689697;     46.8052330
        2011;           8;     59.5107269;    318.4929199;     57.6355896;     27.3832130;     80.4128036;     17.6378899;     11.3827820;   1895.3745117;    342.9935913;    162.9594879;    478.5424500;    104.9643631;     67.7397614
        2011;           9;    121.0425720;    317.7329407;     57.7449341;     27.4329414;     80.5670319;     17.6653919;     11.3440180;   3845.9213867;    698.9595337;    332.0553894;    975.2041016;    213.8264465;    137.3109131
        2011;          10;    363.8014221;    316.9008179;     57.9031563;     27.5048962;     80.7901993;     17.7051926;     11.3086100;  11528.8964844;   2106.5251465;   1000.6320190;   2939.1589355;    644.1174316;    411.4088440
        2011;          11;    140.1309052;    318.6206665;     58.2229424;     27.6503296;     81.2412262;     17.6573448;     11.4017172;   4464.8603516;    815.8834229;    387.4665833;   1138.4406738;    247.4339752;    159.7733002
        2011;          12;     52.5490952;    312.1469421;     56.8544655;     27.2627182;     79.5410919;     17.2377968;     11.2099209;   1640.3039551;    298.7650757;    143.2631226;    417.9812317;     90.5830612;     58.9071198
        2012;           1;     37.6092682;    312.9438171;     57.0184975;     27.3413734;     79.7538528;     17.2854404;     11.2379475;   1176.9587402;    214.4423981;    102.8289032;    299.9483948;     65.0092773;     42.2650986
        2012;           2;     44.9031830;    313.4287720;     57.1114540;     27.3859501;     79.8744278;     17.3129616;     11.2552214;   1407.3948975;    256.4486084;    122.9716339;    358.6615906;     77.7407074;     50.5395279
        2012;           3;     45.5869865;    313.7760620;     57.1781349;     27.4179249;     79.9609222;     17.3323193;     11.2674122;   1430.4105225;    260.6578979;    124.9900589;    364.5177612;     79.0128174;     51.3647385
        2012;           4;     30.0874138;    314.1821594;     57.2566681;     27.4555836;     80.0627823;     17.3538609;     11.2813215;    945.2928467;    172.2705078;     82.6067505;    240.8881989;     52.2132797;     33.9425774
        2012;           5;     58.8831940;    298.2807312;     53.8145599;     25.7573128;     75.0966797;     16.6121368;     10.7137537;   1756.3721924;    316.8773193;    151.6672821;    442.1932373;     97.8175659;     63.0860062
        2012;           6;     55.6921043;    298.4208374;     53.8330612;     25.7894459;     75.1804047;     16.6478252;     10.7277622;   1661.9685059;    299.8076477;    143.6268463;    418.6954956;     92.7152405;     59.7451668
        2012;           7;     41.5601387;    297.8290710;     54.0113945;     25.8697128;     75.4311218;     16.6928902;     10.6968727;   1237.7817383;    224.4721069;    107.5148849;    313.4927979;     69.3758850;     44.4563522
        2012;           8;     60.4027596;    296.7577820;     54.1790237;     25.9451637;     75.6667862;     16.7352505;     10.6530380;   1792.4989014;    327.2562561;    156.7159576;    457.0482788;    101.0855331;     64.3472900
        2012;           9;    122.8569412;    296.0862427;     54.3033905;     26.0011406;     75.8416214;     16.7666779;     10.6171684;   3637.6250000;    667.1548462;    319.4420471;    931.7669678;    205.9902802;    130.4392853
        2012;          10;    369.2546082;    294.9960327;     54.4833527;     26.0821419;     76.0946274;     16.8121567;     10.5760918;  10892.8642578;   2011.8228760;    963.0950928;   2809.8291016;    620.7966309;    390.5270691
        2012;          11;    142.2313995;    296.6156616;     54.8470764;     26.2458572;     76.6059952;     16.9040718;     10.6786108;   4218.8061523;    780.0976562;    373.2984924;   1089.5777588;    240.4289703;    151.8833771
        2012;          12;     53.3367767;    288.3240662;     53.2300720;     25.8252029;     74.6239624;     16.3564529;     10.4199743;   1537.8276367;    283.9120483;    137.7433167;    398.0201721;     87.2400513;     55.5767860
        2013;           1;     38.1647072;    288.6641846;     53.3063545;     25.8622131;     74.7226028;     16.3783417;     10.4318666;   1101.6783447;    203.4421387;     98.7023773;    285.1766052;     62.5074615;     39.8129120
        2013;           2;     45.5663452;    289.0636902;     53.3852348;     25.9004822;     74.8246002;     16.4018154;     10.4461546;   1317.1575928;    243.2570038;    118.0190277;    340.9483643;     74.7370758;     47.5993080
        2013;           3;     46.2602463;    289.3547668;     53.4427261;     25.9283752;     74.8989410;     16.4184971;     10.4563618;   1338.5622559;    247.2273712;    119.9453049;    346.4843445;     75.9523697;     48.3713875
        2013;           4;     30.5317650;    289.6942444;     53.5103378;     25.9611759;     74.9863663;     16.4367371;     10.4678898;    884.4876099;    163.3764954;     79.2640533;    228.9466095;     50.1842575;     31.9603138
        2013;           5;     59.7528229;    278.2657166;     50.8312798;     24.6174850;     71.0867767;     15.9145098;     10.0554533;   1662.7161865;    303.7312317;    147.0964203;    424.7635498;     95.0936890;     60.0841713
        2013;           6;     56.5146065;    278.4010010;     50.8597565;     24.6484699;     71.1727905;     15.9398441;     10.0577021;   1573.3723145;    287.4319153;    139.2998505;    402.2302246;     90.0834045;     56.8407059
        2013;           7;     42.1739273;    278.3653259;     51.0564003;     24.7357635;     71.4481888;     15.9892702;     10.0578642;   1173.9759521;    215.3249054;    104.3204346;    301.3250732;     67.4330368;     42.4179649
        2013;           8;     61.2948265;    277.4069214;     51.2412453;     24.8178196;     71.7070618;     16.0357285;     10.0082331;   1700.3609619;    314.0823364;    152.1203918;    439.5271912;     98.2907181;     61.3452911
        2013;           9;    124.6713715;    276.8153381;     51.3783760;     24.8786964;     71.8991165;     16.0701962;      9.9752703;   3451.0947266;    640.5412598;    310.1661377;    896.3761597;    200.3493500;    124.3630676
        2013;          10;    374.7080078;    276.7547302;     51.5768166;     24.9667892;     72.1770325;     16.1200733;      9.9728222;  10370.2216797;   1932.6247559;    935.5256348;   2704.5312500;    604.0321045;    373.6896362
        2013;          11;    144.3319702;    278.2912598;     51.9778900;     25.1448364;     72.7387390;     16.2208824;     10.0830917;   4016.6325684;    750.2071533;    362.9203796;   1049.8525391;    234.1191864;    145.5312500
        2013;          12;     54.1244888;    269.6882629;     50.5850906;     24.8063488;     70.9479065;     15.7264547;      9.8019686;   1459.6739502;    273.7892151;    134.2630920;    384.0019226;     85.1186295;     53.0526543
        2014;           1;     38.5614243;    269.7141418;     50.5913582;     24.8094215;     70.9559784;     15.7282352;      9.8028698;   1040.0561523;    195.0874786;     95.6686630;    273.6163635;     60.6503143;     37.8012619
        2014;           2;     46.0400009;    270.0510559;     50.6604805;     24.8433170;     71.0450058;     15.7488136;      9.8149500;   1243.3150635;    233.2408600;    114.3786316;    327.0912170;     72.5075378;     45.1880302
        2014;           3;     46.7411194;    270.3006592;     50.7115479;     24.8683605;     71.1107864;     15.7635403;      9.8236666;   1263.4155273;    237.0314484;    116.2374954;    332.3797607;     73.6805496;     45.9169159
        2014;           4;     30.8491402;    270.5910339;     50.7714996;     24.8977604;     71.1880035;     15.7792969;      9.8333902;    834.7500610;    156.6257019;     76.8074493;    219.6088715;     48.6777725;     30.3351631
        2014;           5;     60.3739471;    262.6567078;     48.7026863;     23.8446350;     68.1638794;     15.4282370;      9.5427246;   1585.7622070;    294.0373230;    143.9594727;    411.5322266;     93.1463547;     57.6131935
        2014;           6;     57.1020699;    263.0389099;     48.7399063;     23.8795853;     68.2637558;     15.4551010;      9.5591059;   1502.0065918;    278.3149414;    136.3573761;    389.8001709;     88.2518234;     54.5844727
        2014;           7;     42.6123199;    262.2669373;     48.9496040;     23.9716148;     68.5570755;     15.5075121;      9.5201006;   1117.5802002;    208.5856171;    102.1486130;    292.1376038;     66.0811081;     40.5673561
        2014;           8;     61.9319839;    261.3989258;     49.1467171;     24.0581207;     68.8327866;     15.5567770;      9.4838848;   1618.8953857;    304.3753662;    148.9967041;    426.2951050;     96.3462067;     58.7355766
        2014;           9;    125.9673233;    260.8704529;     49.2929535;     24.1223011;     69.0373306;     15.5933256;      9.4525471;   3286.1152344;    620.9301147;    303.8621521;    869.6447754;    196.4249420;    119.0712051
        2014;          10;    378.6030579;    260.4119568;     49.5045700;     24.2151699;     69.3333206;     15.6462154;      9.4366894;   9859.2763672;   1874.2581787;    916.7937622;   2624.9807129;    592.3704834;    357.2759399
        2014;          11;    145.8322754;    261.8724060;     49.9322739;     24.4028740;     69.9315643;     15.7531118;      9.5513916;   3818.9450684;    728.1737671;    355.8726807;   1019.8279419;    229.7312164;    139.2901154
        2014;          12;     54.6871109;    253.7895660;     48.7739029;     24.1404438;     68.4047623;     15.3071203;      9.2775393;   1387.9017334;    266.7303772;    132.0171051;    374.0858765;     83.7102127;     50.7361794
        2015;           1;     38.9581413;    253.7895660;     48.7739029;     24.1404438;     68.4047623;     15.3071203;      9.2775393;    988.7169800;    190.0140686;     94.0466843;    266.4922485;     59.6336975;     36.1435699
        2015;           2;     46.5136566;    254.0939026;     48.8380318;     24.1721859;     68.4870911;     15.3263674;      9.2885141;   1181.8836670;    227.1635437;    112.4336777;    318.5585022;     71.2885437;     43.2042770
        2015;           3;     47.2219849;    254.3197784;     48.8854866;     24.1956749;     68.5480118;     15.3401470;      9.2964344;   1200.9484863;    230.8469696;    114.2567825;    323.6973267;     72.4392166;     43.8996086
        2015;           4;     31.1665134;    254.5823212;     48.9412003;     24.2232513;     68.6195297;     15.3548412;      9.3052349;    793.4443359;    152.5326538;     75.4954300;    213.8631439;     47.8556862;     29.0011730
        2015;           5;     60.9950676;    247.4732056;     46.9759407;     23.2105637;     65.7415161;     15.0289955;      9.0420370;   1509.4644775;    286.5300598;    141.5729980;    400.9908142;     91.6694641;     55.1519661
        2015;           6;     57.6895294;    247.7003784;     47.0206566;     23.2490654;     65.8537750;     15.0571165;      9.0257626;   1428.9718018;    271.2599487;    134.1227570;    379.9073181;     86.8637924;     52.0691986
        2015;           7;     43.0507126;    246.9160614;     47.2409439;     23.3449764;     66.1619263;     15.1119776;      8.9811478;   1062.9912109;    203.3756409;    100.5017929;    284.8318176;     65.0581436;     38.6644821
        2015;           8;     62.5691299;    246.1343536;     47.4480095;     23.4351330;     66.4515839;     15.1635475;      8.9371977;   1540.0412598;    296.8780823;    146.6315918;    415.7817993;     94.8769989;     55.9192696
        2015;           9;    127.2632599;    245.4924316;     47.6016312;     23.5020218;     66.6664810;     15.2018070;      8.9082308;   3124.2167969;    605.7938843;    299.0943909;    848.4193726;    193.4631500;    113.3690491
        2015;          10;    382.4981079;    245.0111847;     47.8239288;     23.5988121;     66.9774551;     15.2571697;      8.8948479;   9371.6308594;   1829.2561035;    902.6500854;   2561.8750000;    583.5838623;    340.2262268
        2015;          11;    147.3325958;    246.3339386;     48.2732239;     23.7944336;     67.6059723;     15.3690653;      8.9988356;   3629.3017578;    711.2219238;    350.5695496;    996.0563354;    226.4364166;    132.5821838
        2015;          12;     55.2497253;    238.7432861;     47.3313789;     23.6019726;     66.3209229;     14.9676704;      8.7417450;   1319.0500488;    261.5045776;    130.4002533;    366.4212646;     82.6959686;     48.2979012
