"";"Month";"Year";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"66";6;2010;219032,109375;269,0344543;425,2565918;42,7770195;174,5886078;19,5672112;39,470211;2010-06-01
"67";7;2010;221416,90625;269,4141541;426,9922485;43,0158272;175,7017822;19,7142315;39,6738968;2010-07-01
"68";8;2010;222774,078125;269,5900879;428,0077515;43,1568222;176,353775;19,799612;39,7490005;2010-08-01
"69";9;2010;222774,078125;269,5900879;428,0077515;43,1568222;176,353775;19,799612;39,7490005;2010-09-01
"70";10;2010;222774,078125;269,5900879;428,0077515;43,1568222;176,353775;19,799612;39,7490005;2010-10-01
"71";11;2010;222797,71875;269,5911865;428,0269165;43,1595421;176,3661041;19,8011875;39,7494316;2010-11-01
"72";12;2010;222814,59375;269,5917358;428,0341797;43,1605835;176,3702545;19,8016968;39,7497292;2010-12-01
"73";1;2011;222825,453125;269,5920105;428,0345459;43,1607437;176,3704681;19,8017273;39,7497635;2011-01-01
"74";2;2011;222835,9375;269,5922852;428,0347595;43,1609001;176,3707123;19,8017559;39,7498093;2011-02-01
"75";3;2011;223203,765625;269,6324463;428,1025696;43,1682129;176,4029083;19,8057365;39,7567749;2011-03-01
"76";4;2011;224265,859375;269,7523193;428,6229248;43,2319107;176,6694946;19,8386459;39,7771721;2011-04-01
"77";5;2011;229506,125;271,0671387;432,3917542;43,7479324;179,0704651;20,1573753;40,02911;2011-05-01
"78";6;2011;231901,71875;271,6950378;434,1146851;43,9838295;180,1680756;20,3030815;40,1766853;2011-06-01
"79";7;2011;234297,265625;272,0604553;435,8375854;44,2197266;181,2656708;20,4487877;40,3759842;2011-07-01
"80";8;2011;235561,390625;272,2207642;436,7761841;44,3495941;181,864563;20,5274925;40,4439278;2011-08-01
"81";9;2011;235561,390625;272,2207642;436,7761841;44,3495941;181,864563;20,5274925;40,4439278;2011-09-01
"82";10;2011;235561,390625;272,2207642;436,7761841;44,3495941;181,864563;20,5274925;40,4439278;2011-10-01
"83";11;2011;235583,5625;272,2217102;436,7939758;44,3521194;181,875946;20,5289574;40,4443207;2011-11-01
"84";12;2011;235599,03125;272,222168;436,8002625;44,3530197;181,8794556;20,5293827;40,4445763;2011-12-01
"85";1;2012;235609,25;272,2224121;436,8005981;44,3531761;181,8796692;20,5294094;40,4446106;2012-01-01
"86";2;2012;235619,125;272,2226562;436,8007812;44,3533173;181,879837;20,5294323;40,4446487;2012-02-01
"87";3;2012;235961,546875;272,2577209;436,8607178;44,3597755;181,9081116;20,5329304;40,451046;2012-03-01
"88";4;2012;236936,46875;272,3545532;437,3127747;44,414566;182,1363678;20,5610905;40,4695015;2012-04-01
"89";5;2012;242129,6875;273,6295471;441,0271912;44,9219475;184,4945221;20,8749008;40,7174187;2012-05-01
"90";6;2012;244503,734375;274,2376404;442,7252502;45,1538963;185,5725555;21,0183601;40,8614464;2012-06-01
"91";7;2012;246877,78125;274,5890198;444,4232788;45,3858414;186,6505585;21,1618156;41,0567818;2012-07-01
"92";8;2012;248045,328125;274,7352295;445,2896423;45,5056343;187,2016754;21,2343063;41,118618;2012-08-01
"93";9;2012;248045,328125;274,7352295;445,2896423;45,5056343;187,2016754;21,2343063;41,118618;2012-09-01
"94";10;2012;248045,328125;274,7352295;445,2896423;45,5056343;187,2016754;21,2343063;41,118618;2012-10-01
"95";11;2012;248066;274,7360229;445,3062744;45,5079956;187,212326;21,2356739;41,1189766;2012-11-01
"96";12;2012;248080,1875;274,7363892;445,3118896;45,5087967;187,215332;21,2360363;41,1192131;2012-12-01
"97";1;2013;248090,296875;274,7366333;445,3121643;45,5089569;187,2155151;21,2360611;41,1192398;2013-01-01
"98";2;2013;248100;274,7368469;445,3123779;45,5090981;187,2156982;21,2360859;41,119278;2013-02-01
"99";3;2013;248443,515625;274,7718506;445,3726196;45,5155869;187,2441101;21,239624;41,1256447;2013-03-01
"100";4;2013;249430,546875;274,8690186;445,8338623;45,5715485;187,4774628;21,2685966;41,1441727;2013-04-01
"101";5;2013;254608,109375;276,113678;449,5030212;46,0709305;189,7992706;21,5786896;41,3879547;2013-05-01
"102";6;2013;256974,984375;276,7144165;451,1803284;46,299221;190,860672;21,7204456;41,5289459;2013-06-01
"103";7;2013;259341,875;277,0549011;452,857666;46,5275116;191,9220886;21,8622036;41,7203369;2013-07-01
"104";8;2013;260430,09375;277,1892395;453,6585388;46,6379166;192,4300537;21,9292259;41,7767601;2013-08-01
"105";9;2013;260430,09375;277,1892395;453,6585388;46,6379166;192,4300537;21,9292259;41,7767601;2013-09-01
"106";10;2013;260430,09375;277,1892395;453,6585388;46,6379166;192,4300537;21,9292259;41,7767601;2013-10-01
"107";11;2013;260449,4375;277,1899109;453,6739197;46,6400833;192,4398193;21,9304905;41,7770958;2013-11-01
"108";12;2013;260462,5625;277,1902466;453,6788025;46,6407928;192,4424438;21,9308014;41,7773094;2013-12-01
"109";1;2014;260472,203125;277,1904907;453,6791077;46,6409378;192,4425964;21,9308243;41,7773399;2014-01-01
"110";2;2014;260481,5;277,1906738;453,6793518;46,6410751;192,4427795;21,9308491;41,7773666;2014-02-01
"111";3;2014;260808,65625;277,2223816;453,734436;46,6469994;192,4686279;21,9340706;41,7833786;2014-03-01
"112";4;2014;261739,0625;277,309082;454,1514587;46,6972046;192,6773987;21,9599972;41,8006592;2014-04-01
"113";5;2014;266908,75;278,5395203;457,796814;47,1923218;194,9779205;22,2679081;42,0414162;2014-05-01
"114";6;2014;269272,03125;279,1086426;459,4633179;47,4186592;196,0295563;22,4086666;42,1801453;2014-06-01
"115";7;2014;271635,3125;279,4381409;461,1297607;47,6450005;197,0812225;22,5494308;42,3686447;2014-07-01
"116";8;2014;272652,75;279,562439;461,8775635;47,7480049;197,5544128;22,6119194;42,4206467;2014-08-01
"117";9;2014;272652,75;279,562439;461,8775635;47,7480049;197,5544128;22,6119194;42,4206467;2014-09-01
"118";10;2014;272652,75;279,562439;461,8775635;47,7480049;197,5544128;22,6119194;42,4206467;2014-10-01
"119";11;2014;272670,90625;279,5645142;461,8919678;47,750042;197,5635986;22,6131077;42,4207382;2014-11-01
"120";12;2014;272683,15625;279,5657959;461,8964539;47,7506714;197,5658417;22,6133728;42,4207878;2014-12-01
"121";1;2015;272692,65625;279,5660095;461,896637;47,7508125;197,5660095;22,6133957;42,4208145;2015-01-01
"122";2;2015;272701,8125;279,5661621;461,8969116;47,7509537;197,5661621;22,6134186;42,4208412;2015-02-01
"123";3;2015;273023,5625;279,5968323;461,9504395;47,7567139;197,591217;22,6165543;42,4267082;2015-03-01
"124";4;2015;273939,09375;279,6712646;462,3563843;47,8054733;197,7936859;22,6417561;42,4435768;2015-04-01
"125";5;2015;279100,90625;280,846344;465,9780579;48,2963142;200,0728912;22,9474926;42,6814499;2015-05-01
"126";6;2015;281460,65625;281,3933716;467,6335754;48,5206985;201,1148071;23,0872574;42,8181381;2015-06-01
"127";7;2015;283820,34375;281,7134705;469,2891846;48,7450829;202,1567535;23,2270203;43,004509;2015-07-01
"128";8;2015;284777,6875;281,8292236;469,991394;48,8417091;202,6000061;23,2856255;43,0527687;2015-08-01
"129";9;2015;284777,6875;281,8292236;469,991394;48,8417091;202,6000061;23,2856255;43,0527687;2015-09-01
"130";10;2015;284777,6875;281,8292236;469,991394;48,8417091;202,6000061;23,2856255;43,0527687;2015-10-01
"131";11;2015;284794,75;281,8311462;470,0048828;48,8436241;202,6086273;23,2867393;43,052845;2015-11-01
"132";12;2015;284806,21875;281,8323364;470,0089111;48,8441887;202,6105957;23,2869701;43,0528831;2015-12-01
"133";1;2016;284815,40625;281,832489;470,0091248;48,8443298;202,6107635;23,2869911;43,0529137;2016-01-01
"134";2;2016;284824,25;281,8326721;470,0093079;48,8444633;202,6108704;23,2870121;43,0529404;2016-02-01
"135";3;2016;285135,125;281,8608093;470,0591125;48,8497887;202,6339874;23,2899113;43,0585175;2016-03-01
"136";4;2016;286011,875;281,923584;470,4321594;48,8941879;202,8177795;23,3128414;43,0744171;2016-04-01
"137";5;2016;291220,8125;282,9324646;474,0575256;49,3838043;205,087677;23,6184635;43,2833633;2016-05-01
"138";6;2016;293602;283,4723816;475,7148743;49,6076279;206,1253662;23,7581787;43,418705;2016-06-01
"139";7;2016;295983,25;283,7858276;477,3721619;49,8314438;207,1630249;23,897892;43,6030159;2016-07-01
"140";8;2016;296895,375;283,8945312;478,0374451;49,9227676;207,5810852;23,9533157;43,6480789;2016-08-01
"141";9;2016;296895,375;283,8945312;478,0374451;49,9227676;207,5810852;23,9533157;43,6480789;2016-09-01
"142";10;2016;296895,375;283,8945312;478,0374451;49,9227676;207,5810852;23,9533157;43,6480789;2016-10-01
"143";11;2016;296911,65625;283,8963013;478,0502319;49,9245834;207,5892181;23,9543667;43,6481514;2016-11-01
"144";12;2016;296922,53125;283,8974304;478,0535583;49,9250412;207,590744;23,9545441;43,6481857;2016-12-01
"145";1;2017;296931,28125;283,8976135;478,0537109;49,9251747;207,5908508;23,9545631;43,6482124;2017-01-01
"146";2;2017;296939,71875;283,8977661;478,053894;49,9252968;207,5910034;23,9545822;43,6482315;2017-02-01
"147";3;2017;297235,6875;283,9235229;478,0997314;49,9301987;207,6122437;23,9572487;43,6535225;2017-03-01
"148";4;2017;298064,0625;283,979248;478,4400635;49,9705238;207,7788849;23,9780369;43,6684723;2017-04-01
"149";5;2017;303218,0625;284,8610535;482,0180664;50,4532585;210,0171967;24,2797089;43,8528252;2017-05-01
"150";6;2017;305574,1875;285,3664551;483,6538086;50,6739349;211,04039;24,4176159;43,9860191;2017-06-01
"151";7;2017;307930,34375;285,6698914;485,2894287;50,8946075;212,0636444;24,5555248;44,1672783;2017-07-01
"152";8;2017;308788,21875;285,7715454;485,914978;50,980442;212,4564209;24,6076107;44,2094078;2017-08-01
"153";9;2017;308788,21875;285,7715454;485,914978;50,980442;212,4564209;24,6076107;44,2094078;2017-09-01
"154";10;2017;308788,21875;285,7715454;485,914978;50,980442;212,4564209;24,6076107;44,2094078;2017-10-01
"155";11;2017;308803,5;285,7732239;485,927002;50,9821434;212,4640503;24,6085968;44,2094688;2017-11-01
"156";12;2017;308813,6875;285,7742615;485,9295959;50,9825172;212,4651642;24,6087246;44,2094955;2017-12-01
"157";1;2018;308822,5;285,7744446;485,9298401;50,9826431;212,4653168;24,6087437;44,2095184;2018-01-01
"158";2;2018;308831;285,7745972;485,9299927;50,9827766;212,4654694;24,6087646;44,2095413;2018-02-01
"159";3;2018;309127,125;285,8000488;485,9758911;50,9876785;212,486618;24,6114235;44,2147903;2018-03-01
"160";4;2018;309957,34375;285,8492432;486,3171692;51,0280914;212,6532593;24,6322556;44,22966;2018-04-01
"161";5;2018;315127,0625;286,683136;489,8920898;51,5094986;214,8820496;24,9332638;44,4122353;2018-05-01
"162";6;2018;317490,34375;287,1671448;491,5263672;51,7295723;215,9009247;25,0708599;44,5442543;2018-06-01
"163";7;2018;319853,65625;287,4637146;493,160553;51,9496384;216,9198303;25,2084656;44,7243958;2018-07-01
"164";8;2018;320671,71875;287,5596619;493,7572937;52,0315132;217,2935333;25,2580452;44,7642021;2018-08-01
"165";9;2018;320671,71875;287,5596619;493,7572937;52,0315132;217,2935333;25,2580452;44,7642021;2018-09-01
"166";10;2018;320671,71875;287,5596619;493,7572937;52,0315132;217,2935333;25,2580452;44,7642021;2018-10-01
"167";11;2018;320686,375;287,5612488;493,7689209;52,0331459;217,3008728;25,2589912;44,7642632;2018-11-01
"168";12;2018;320696,21875;287,5622559;493,7713623;52,033493;217,3018646;25,2591038;44,7642899;2018-12-01
"169";1;2019;320704,4375;287,5623474;493,7715759;52,0336151;217,3019867;25,259119;44,7643051;2019-01-01
"170";2;2019;320712,375;287,5625;493,7716675;52,0337334;217,3021088;25,2591362;44,7643242;2019-02-01
"171";3;2019;320991,6875;287,5852966;493,813324;52,0381889;217,3213501;25,2615566;44,7692566;2019-03-01
"172";4;2019;321743,5;287,6737366;494,1118164;52,0734215;217,4664612;25,2797184;44,7755966;2019-04-01
"173";5;2019;326787,6875;288,3516846;497,5842896;52,5401955;219,6285706;25,5722313;44,9287186;2019-05-01
"174";6;2019;329093,59375;288,8206482;499,1716614;52,7535744;220,6169739;25,7059498;45,0573883;2019-06-01
"175";7;2019;331399,5;289,1071777;500,7590332;52,9669609;221,6053619;25,8396683;45,232666;2019-07-01
"176";8;2019;332168,125;289,1968689;501,3161621;53,043232;221,9538422;25,8860073;45,2699394;2019-08-01
"177";9;2019;332168,125;289,1968689;501,3161621;53,043232;221,9538422;25,8860073;45,2699394;2019-09-01
"178";10;2019;332168,125;289,1968689;501,3161621;53,043232;221,9538422;25,8860073;45,2699394;2019-10-01
"179";11;2019;332181,71875;289,1983948;501,3268433;53,0447388;221,960556;25,8868752;45,269989;2019-11-01
"180";12;2019;332190,78125;289,1993408;501,3284912;53,04496;221,9610748;25,8869286;45,2700081;2019-12-01
"181";1;2020;332198,71875;289,1994019;501,3286438;53,0450821;221,9611816;25,8869438;45,2700272;2020-01-01
"182";2;2020;332206,3125;289,1995544;501,3287659;53,0451965;221,9613037;25,8869591;45,27005;2020-02-01
"183";3;2020;332476,71875;289,2215576;501,3688965;53,0495148;221,9799042;25,8893127;45,2748299;2020-03-01
"184";4;2020;333197,65625;289,306488;501,6552124;53,0834312;222,1196442;25,906805;45,2809334;2020-04-01
"185";5;2020;338077,125;289,9523315;505,0142517;53,5350342;224,21315;26,1899719;45,4289398;2020-05-01
"186";6;2020;340307,6875;290,3838196;506,5498657;53,7414856;225,1701508;26,319416;45,5540428;2020-06-01
"187";7;2020;342538,3125;290,6592407;508,0854492;53,9479332;226,1271973;26,448864;45,7246132;2020-07-01
"188";8;2020;343258,1875;290,7432556;508,6077271;54,0194511;226,4541473;26,4923172;45,7598076;2020-08-01
"189";9;2020;343258,1875;290,7432556;508,6077271;54,0194511;226,4541473;26,4923172;45,7598076;2020-09-01
"190";10;2020;343258,1875;290,7432556;508,6077271;54,0194511;226,4541473;26,4923172;45,7598076;2020-10-01
"191";11;2020;343270,8125;290,7446289;508,6176453;54,0208435;226,4604034;26,4931259;45,7598534;2020-11-01
"192";12;2020;343279,25;290,7454529;508,6189575;54,0210342;226,4607849;26,4931641;45,7598763;2020-12-01
"193";1;2021;343286,625;290,7461853;508,6191406;54,0210533;226,4608917;26,4931755;45,7598915;2021-01-01
"194";2;2021;343293,875;290,7462769;508,6192627;54,0211563;226,460968;26,4931908;45,7599068;2021-02-01
"195";3;2021;343542,84375;290,76297;508,6535034;54,0248375;226,4767761;26,4951801;45,7642517;2021-03-01
"196";4;2021;344155,90625;290,8339844;508,8786926;54,0512619;226,5847778;26,508625;45,7689323;2021-04-01
"197";5;2021;347877,875;291,2806396;511,4633789;54,3996773;228,1917572;26,7254925;45,8517914;2021-05-01
"198";6;2021;350119,25;291,6955872;513,0033569;54,6064682;229,1482849;26,8550568;45,976902;2021-06-01
"199";7;2021;352354,0625;291,9659119;514,5390015;54,8126907;230,1020813;26,9842472;46,1464882;2021-07-01
"200";8;2021;353047,625;292,0460205;515,0448608;54,882061;230,4180145;27,0261879;46,1802979;2021-08-01
"201";9;2021;353047,625;292,0460205;515,0448608;54,882061;230,4180145;27,0261879;46,1802979;2021-09-01
"202";10;2021;353047,625;292,0460205;515,0448608;54,882061;230,4180145;27,0261879;46,1802979;2021-10-01
"203";11;2021;353059,9375;292,0473328;515,0546875;54,8834457;230,4234772;27,0268764;46,1803474;2021-11-01
"204";12;2021;353068,28125;292,0481567;515,0548706;54,8834686;230,4236145;27,0268936;46,1803703;2021-12-01
"205";1;2022;353075,0625;292,0487976;515,0549927;54,8834801;230,4237061;27,0269051;46,1803856;2022-01-01
"206";2;2022;353081,75;292,0488892;515,0551147;54,8835754;230,4237823;27,0269146;46,1803932;2022-02-01
"207";3;2022;353316,84375;292,0632935;515,0856323;54,8868484;230,4378357;27,0286903;46,1844749;2022-03-01
"208";4;2022;353859,03125;292,1254578;515,2741699;54,9087944;230,5275116;27,0398521;46,188343;2022-04-01
"209";5;2022;356896,125;292,4853821;517,3874512;55,1938438;231,8408356;27,2170067;46,2452698;2022-05-01
"210";6;2022;359137,53125;292,8947449;518,9192505;55,3991356;232,7912903;27,3459949;46,3695259;2022-06-01
"211";7;2022;361352;293,160553;520,4334106;55,602066;233,7306976;27,4734726;46,535984;2022-07-01
"212";8;2022;362016,59375;293,2370605;520,9136353;55,6677094;234,0301971;27,513361;46,5679016;2022-08-01
"213";9;2022;362016,59375;293,2370605;520,9136353;55,6677094;234,0301971;27,513361;46,5679016;2022-09-01
"214";10;2022;362016,59375;293,2370605;520,9136353;55,6677094;234,0301971;27,513361;46,5679016;2022-10-01
"215";11;2022;362028,3125;293,2383423;520,9217529;55,6688576;234,0346375;27,5139141;46,5679436;2022-11-01
"216";12;2022;362035,90625;293,2384338;520,921936;55,668972;234,0347443;27,5139294;46,567955;2022-12-01
"217";1;2023;362042,4375;293,2390747;520,9221191;55,6689835;234,0348206;27,5139389;46,5679703;2023-01-01
"218";2;2023;362048,90625;293,2391663;520,9221802;55,6690788;234,0348969;27,5139503;46,5679855;2023-02-01
"219";3;2023;362274,8125;293,2523193;520,9508057;55,672142;234,0480042;27,5156078;46,5718689;2023-03-01
"220";4;2023;362786,4375;293,3104248;521,1239014;55,6922607;234,1299591;27,5258121;46,5753899;2023-04-01
"221";5;2023;365563,90625;293,6365967;523,0582275;55,9531555;235,3288727;27,6875782;46,6241074;2023-05-01
"222";6;2023;367776,5625;294,0154114;524,5657349;56,1548576;236,2612152;27,8143349;46,7462921;2023-06-01
"223";7;2023;369939,25;294,2733765;526,0401611;56,3521767;237,1731415;27,9382973;46,9080391;2023-07-01
"224";8;2023;370575,46875;294,3460083;526,5001831;56,4150391;237,4592743;27,9764194;46,9386063;2023-08-01
"225";9;2023;370575,46875;294,3460083;526,5001831;56,4150391;237,4592743;27,9764194;46,9386063;2023-09-01
"226";10;2023;370575,46875;294,3460083;526,5001831;56,4150391;237,4592743;27,9764194;46,9386063;2023-10-01
"227";11;2023;370586,53125;294,347229;526,5073242;56,4160385;237,4631042;27,9768887;46,9386444;2023-11-01
"228";12;2023;370593,875;294,34729;526,5074463;56,4161453;237,4632416;27,9769077;46,9386673;2023-12-01
"229";1;2024;370600,25;294,3479004;526,5075684;56,4161568;237,4633179;27,9769211;46,9386749;2024-01-01
"230";2;2024;370606,59375;294,3485107;526,5076294;56,416172;237,4633636;27,9769306;46,9386864;2024-02-01
"231";3;2024;370829,53125;294,3599854;526,5354614;56,4191475;237,4761047;27,9785366;46,9425201;2024-03-01
"232";4;2024;371301,09375;294,4132996;526,6934204;56,4374962;237,5507355;27,9877968;46,945713;2024-04-01
"233";5;2024;373702,21875;294,6940002;528,3806763;56,6658401;238,5983124;28,1286812;46,9840927;2024-05-01
"234";6;2024;375936,4375;295,028656;529,9039917;56,8697281;239,5412445;28,2568302;47,0961533;2024-06-01
"235";7;2024;378080,03125;295,2846375;531,3673096;57,0656967;240,4472351;28,3798943;47,2562561;2024-07-01
"236";8;2024;378696,09375;295,3549194;531,8143921;57,1268768;240,7256165;28,4169331;47,2857552;2024-08-01
"237";9;2024;378696,09375;295,3549194;531,8143921;57,1268768;240,7256165;28,4169331;47,2857552;2024-09-01
"238";10;2024;378696,09375;295,3549194;531,8143921;57,1268768;240,7256165;28,4169331;47,2857552;2024-10-01
"239";11;2024;378706,625;295,3560181;531,8201904;57,1276817;240,7286072;28,4173031;47,2857933;2024-11-01
"240";12;2024;378713,78125;295,3560791;531,8202515;57,1277885;240,7287292;28,4173183;47,2858009;2024-12-01
"241";1;2025;378719,71875;295,3566589;531,8203735;57,1278038;240,7288055;28,4173279;47,28582;2025-01-01
"242";2;2025;378725,59375;295,3572693;531,8204956;57,1278114;240,7288513;28,4173374;47,2858276;2025-02-01
"243";3;2025;378935;295,3673401;531,84552;57,1305008;240,7403107;28,4187851;47,2894173;2025-03-01
"244";4;2025;379350,78125;295,4138489;531,9796143;57,1460648;240,8034668;28,4266167;47,2921143;2025-04-01
"245";5;2025;381401,8125;295,6513977;533,4258423;57,3419838;241,7007599;28,5471783;47,3218193;2025-05-01
"246";6;2025;383471,875;295,8973999;534,835144;57,5304985;242,5721436;28,6656876;47,4003067;2025-06-01
"247";7;2025;385570,8125;296,1469421;536,2636719;57,7215309;243,455307;28,7858105;47,5573616;2025-07-01
