"";"YEAR";"Ca";"Mg";"K";"Na";"Al";"Si";"P"
"113";2117;3,2389182;3,489482;5,1415857;1,1067534;19,4980029;32,5581285;0,3872038
"114";2118;3,2682811;3,4761489;5,0817687;1,1208405;19,4291223;32,4747198;0,3830118
"115";2119;3,2189994;3,5481275;5,1867592;1,0894327;19,4162481;32,6022995;0,4121994
"116";2120;3,1626669;3,459212;5,0957619;1,0797173;19,1451627;32,0299422;0,3938223
"117";2121;3,2526788;3,5631623;5,2180773;1,1007861;19,6031785;32,8651884;0,4119607
"118";2122;3,2121079;3,5386398;5,1954221;1,092103;19,4634459;32,6300358;0,4083053
"119";2123;3,1565295;3,4758938;5,1778395;1,0715768;19,3472714;32,2732268;0,3955988
"120";2124;3,097608;3,4571119;5,1559378;1,0485951;19,105945;31,9046822;0,4005255
"121";2125;3,1073021;3,4671269;5,122413;1,0551941;19,0309632;31,8834075;0,4082204
"122";2126;3,036027;3,3528167;5,0135599;1,0274023;18,6713426;31,0964272;0,3850884
"123";2127;3,1344636;3,4222027;5,1339447;1,0617349;19,232567;31,9645952;0,380853
"124";2128;3,095977;3,4319781;5,1123573;1,0513852;19,0271933;31,7548228;0,3919796
"125";2129;3,257321;3,4797146;5,1194196;1,1149403;19,5066869;32,5573709;0,383917
"126";2130;3,256805;3,5174986;5,1779053;1,1105633;19,5932783;32,7397748;0,3946617
"127";2131;3,1343063;3,4454945;5,1308223;1,0650201;19,1736141;31,9778819;0,3900416
"128";2132;3,1631829;3,4486714;5,0857077;1,0808621;19,1360385;31,9903968;0,3900909
"129";2133;3,2422241;3,5766867;5,216991;1,0944166;19,5337892;32,8200752;0,421435
"130";2134;3,2191892;3,5029851;5,1632145;1,0977192;19,4567827;32,5298925;0,3969386
"131";2135;3,1344626;3,4306327;5,1367243;1,0638429;19,2303194;31,9942064;0,385446
"132";2136;3,0952231;3,4638064;5,1576742;1,0498268;19,0955843;31,9192345;0,4032463
"133";2137;3,0660893;3,3969947;5,0736384;1,0385932;18,8720673;31,4636392;0,391182
"134";2138;3,0456331;3,3521022;5,0169276;1,0329413;18,7189339;31,1547357;0,3812187
"135";2139;3,1423315;3,4376226;5,1457723;1,066027;19,2687313;32,06028;0,3844212
"136";2140;3,1156089;3,4372112;5,1350254;1,0570691;19,1430402;31,9017596;0,3909886
"137";2141;3,2621226;3,5580656;5,2256784;1,1118186;19,6932969;32,9758421;0,4020118
"138";2142;3,2314747;3,4731236;5,0643593;1,1094926;19,2645474;32,266216;0,3883392
"139";2143;3,1267571;3,4311207;5,1240539;1,0628067;19,154301;31,9073761;0,3862199
"140";2144;3,1647194;3,4874922;5,1270841;1,0802462;19,1912846;32,1629637;0,4027185
"141";2145;3,240154;3,5680163;5,2118073;1,0964347;19,5386188;32,8044757;0,4152009
"142";2146;3,213128;3,4673455;5,1109938;1,0973192;19,3452111;32,3054967;0,3890581
